B/U;dependent;independent;AUC;eta;depth;f1
B;1;((3, 11), (13, 14), (4, 5, 8));0.656390587309;0.1;6;0.0325203252033
B;1;((3, 11), (6, 7), (9, 10, 12));0.714955511748;0.05;8;0.664259927798
B;1;((3, 11), (6, 7), (9, 10, 12));0.679021943197;0.05;4;0.0363397548161
B;1;((3, 11), (6, 7), (4, 5, 8));0.602536096755;0.05;4;0.541984732824
B;1;((3, 11), (6, 7), (4, 5, 8));0.579465811926;0.05;4;0.0262865605331
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.704885715808;0.05;6;0.635714285714
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.679748128876;0.05;6;0.0373635600336
B;1;((13, 14), (6, 7), (9, 10, 12));0.696840534925;0.05;8;0.551724137931
B;1;((13, 14), (6, 7), (9, 10, 12));0.703255630239;0.05;8;0.048817696415
B;1;((13, 14), (6, 7), (4, 5, 8));0.676860781075;0.1;6;0.552631578947
B;1;((13, 14), (6, 7), (4, 5, 8));0.656512640476;0.2;6;0.0427381383557
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.697320049017;0.05;8;0.567796610169
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.709156502214;0.05;8;0.0501684762261
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.654616655123;0.2;6;0.517543859649
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.667528092162;0.1;8;0.0447542186354
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.75880441153;0.05;6;0.684210526316
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.726040625918;0.05;6;0.0412979351032
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.685598593425;0.1;4;0.600760456274
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.654425163315;0.05;6;0.0341730558598
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.743992754009;0.1;4;0.676470588235
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.725682746405;0.05;4;0.0429536679537
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.697293409345;0.05;8;0.63768115942
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.682950031188;0.05;4;0.0393232738912
B;1;((13, 14), (6, 7), (9, 10,
