B/U;dependent;independent;AUC;eta;depth;f1;cm
B;0;((13, 14), (4, 5, 8));0.634427679273;0.05;8;0.0134413915794;[19050  4918    73    34]
B;0;((6, 7), (9, 10, 12));0.662284915713;0.1;8;0.407643312102;[89 18 75 32]
B;0;((6, 7), (9, 10, 12));0.639703210199;0.05;10;0.0145301148348;[19839  4129    76    31]
B;0;((6, 7), (4, 5, 8));0.513319940606;0.2;8;0.662420382166;[  4 103   3 104]
B;0;((6, 7), (4, 5, 8));0.511412217848;0.05;8;0.00903033491145;[ 1366 22602     4   103]
B;0;((9, 10, 12), (4, 5, 8));0.684470259411;0.05;12;0.440251572327;[90 17 72 35]
B;0;((9, 10, 12), (4, 5, 8));0.660724423842;0.05;12;0.0160993560258;[19762  4206    72    35]
B;0;((3, 11), (13, 14), (6, 7));0.691414097301;0.2;10;0.62962962963;[66 41 39 68]
B;0;((3, 11), (13, 14), (6, 7));0.661113766954;0.2;10;0.0130668716372;[13735 10233    39    68]
B;0;((3, 11), (13, 14), (9, 10, 12));0.752642152153;0.05;8;0.688679245283;[75 32 34 73]
B;0;((3, 11), (13, 14), (9, 10, 12));0.715655336399;0.05;12;0.0155401809473;[14753  9215    34    73]
B;0;((3, 11), (13, 14), (4, 5, 8));0.698401607127;0.2;12;0.635944700461;[66 41 38 69]
B;0;((3, 11), (13, 14), (4, 5, 8));0.680914505946;0.05;10;0.013761023355;[13827 10141    36    71]
B;0;((3, 11), (6, 7), (9, 10, 12));0.728622587126;0.05;8;0.68202764977;[71 36 33 74]
B;0;((3, 11), (6, 7), (9, 10, 12));0.693480910685;0.05;8;0.0152624523048;[14452  9516    33    74]
B;0;((3, 11), (6, 7), (4, 5, 8));0.654380295222;0.05;8;0.606334841629;[60 47 40 67]
B;0;((3, 11), (6, 7), (4, 5, 8));0.602786581486;0.05;8;0.0113858441669;[12373 11595    40    67]
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.724080705738;0.2;12;0.679069767442;[72 35 34 73]
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.701029721872;0.05;12;0.0143266475645;[14373  9595    37    70]
B;0;((13, 14), (6, 7), (9, 10, 12));0.672111101406;0.05;8;0.410256410256;[90 17 75 32]
B;0;((13, 14), (6, 7), (9, 10, 12));0.661642314363;0.05;10;0.0162241887906;[20040  3928    74    33]
B;0;((13, 14), (6, 7), (4, 5, 8));0.658136081754;0.05;12;0.434782608696;[88 19 72 35]
B;0;((13, 14), (6, 7), (4, 5, 8));0.633840252736;0.1;8;0.0139116202946;[19221  4747    73    34]
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.68923050048;0.05;8;0.418300653595;[93 14 75 32]
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.669678535555;0.05;8;0.0159561206682;[20096  3872    75    32]
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.665603982881;0.05;12;0.427672955975;[89 18 73 34]
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.654252008909;0.05;12;0.0156862745098;[19774  4194    73    34]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.752729496026;0.05;8;0.679069767442;[72 35 34 73]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.713513656838;0.05;8;0.0152528207271;[14576  9392    34    73]
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.710979124814;0.05;10;0.657657657658;[65 42 34 73]
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.684893526259;0.1;8;0.0142355694228;[13892 10076    34    73]
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.750502227269;0.05;8;0.682242990654;[73 34 34 73]
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.715067519933;0.05;10;0.0152252061747;[14689  9279    35    72]
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.713424753254;0.2;10;0.641509433962;[70 37 39 68]
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.693549343049;0.05;10;0.0138974044553;[14357  9611    39    68]
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.682941741637;0.05;8;0.425806451613;[92 15 74 33]
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.661437992089;0.1;8;0.0159767610748;[19977  3991    74    33]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.750414883396;0.05;8;0.694444444444;[73 34 32 75]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.716352722633;0.05;12;0.0157803718115;[14896  9072    34    73]
B;1;((3, 11),);0.577151668768;0.05;8;0.534069981584;[168 115 138 145]
B;1;((3, 11),);0.562312568764;0.05;8;0.0269792538841;[13471 10321   138   145]
B;1;((13, 14),);0.644220804355;0.1;12;0.473804100228;[231  52 179 104]
B;1;((13, 14),);0.641733955767;0.1;12;0.0408564132783;[19088  4704   179   104]
B;1;((6, 7),);0.516962379353;0.2;10;0.660217654172;[ 12 271  10 273]
B;1;((6, 7),);0.508129718455;0.2;10;0.0233453052848;[  960 22832    10   273]
B;1;((9, 10, 12),);0.670160696225;0.1;10;0.484162895928;[231  52 176 107]
B;1;((9, 10, 12),);0.661017169414;0.05;8;0.0467889908257;[19817  3975   181   102]
B;1;((4, 5, 8),);0.516968622408;0.2;10;0.657734470158;[ 15 268  13 270]
B;1;((4, 5, 8),);0.514358836655;0.2;12;0.0234764152987;[ 1259 22533    12   271]
B;1;((3, 11), (13, 14));0.686236561825;0.05;10;0.646536412078;[185  98 101 182]
B;1;((3, 11), (13, 14));0.658414964439;0.05;8;0.0352250489237;[14035  9757   103   180]
B;1;((3, 11), (6, 7));0.586385146524;0.05;8;0.553345388788;[166 117 130 153]
B;1;((3, 11), (6, 7));0.565811235656;0.05;8;0.0279809802487;[13292 10500   130   153]
B;1;((3, 11), (9, 10, 12));0.737398394286;0.05;8;0.683363148479;[198  85  92 191]
B;1;((3, 11), (9, 10, 12));0.700189852099;0.05;10;0.0403823434647;[14952  8840    95   188]
B;1;((3, 11), (4, 5, 8));0.595812158973;0.05;8;0.550831792976;[174 109 134 149]
B;1;((3, 11), (4, 5, 8));0.575667192821;0.05;8;0.0286952335099;[13839  9953   134   149]
B;1;((13, 14), (6, 7));0.64493251258;0.2;8;0.475113122172;[229  54 178 105]
B;1;((13, 14), (6, 7));0.62635300995;0.05;8;0.0388123423249;[19022  4770   183   100]
B;1;((13, 14), (9, 10, 12));0.667488668856;0.2;8;0.46511627907;[236  47 183 100]
B;1;((13, 14), (9, 10, 12));0.669003938135;0.2;8;0.0475850582917;[19972  3820   183   100]
B;1;((13, 14), (4, 5, 8));0.633944736481;0.1;12;0.460496613995;[225  58 181 102]
B;1;((13, 14), (4, 5, 8));0.639303958809;0.1;12;0.0401179941003;[19092  4700   181   102]
B;1;((6, 7), (9, 10, 12));0.688065776823;0.05;8;0.491803278689;[244  39 178 105]
B;1;((6, 7), (9, 10, 12));0.663296939197;0.05;8;0.0473399458972;[19744  4048   178   105]
B;1;((6, 7), (4, 5, 8));0.514096817291;0.1;10;0.656097560976;[ 15 268  14 269]
B;1;((6, 7), (4, 5, 8));0.506025275592;0.1;10;0.0232648648649;[ 1219 22573    14   269]
B;1;((9, 10, 12), (4, 5, 8));0.689988637641;0.1;8;0.494172494172;[243  40 177 106]
B;1;((9, 10, 12), (4, 5, 8));0.667512582547;0.1;8;0.0479421076436;[19759  4033   177   106]
B;1;((3, 11), (13, 14), (6, 7));0.680936208468;0.05;12;0.635714285714;[184  99 105 178]
B;1;((3, 11), (13, 14), (6, 7));0.660366135483;0.05;8;0.0351396703188;[14122  9670   105   178]
B;1;((3, 11), (13, 14), (9, 10, 12));0.735157137684;0.05;10;0.655913978495;[191  92 100 183]
B;1;((3, 11), (13, 14), (9, 10, 12));0.720349551828;0.05;10;0.0413839891452;[15414  8378   100   183]
B;1;((3, 11), (13, 14), (4, 5, 8));0.681310791744;0.05;12;0.632867132867;[175 108 102 181]
B;1;((3, 11), (13, 14), (4, 5, 8));0.666302002514;0.05;10;0.0364372469636;[14375  9417   103   180]
B;1;((3, 11), (6, 7), (9, 10, 12));0.731248985504;0.05;10;0.670309653916;[201  82  99 184]
B;1;((3, 11), (6, 7), (9, 10, 12));0.689171360864;0.05;8;0.0382502113271;[14792  9000   102   181]
B;1;((3, 11), (6, 7), (4, 5, 8));0.590867659729;0.05;8;0.54113345521;[167 116 135 148]
B;1;((3, 11), (6, 7), (4, 5, 8));0.569706745861;0.05;8;0.0274302659624;[13432 10360   135   148]
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.740413789659;0.05;10;0.672694394213;[199  84  97 186]
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.701992652458;0.05;10;0.0393484239475;[14807  8985    97   186]
B;1;((13, 14), (6, 7), (9, 10, 12));0.670010862915;0.2;8;0.480549199085;[234  49 178 105]
B;1;((13, 14), (6, 7), (9, 10, 12));0.676188109077;0.2;8;0.0503597122302;[20010  3782   178   105]
B;1;((13, 14), (6, 7), (4, 5, 8));0.636797812434;0.1;12;0.463636363636;[228  55 181 102]
B;1;((13, 14), (6, 7), (4, 5, 8));0.634198833946;0.2;8;0.0396156109041;[19077  4715   182   101]
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.679050805978;0.2;12;0.490909090909;[234  49 175 108]
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.682333685225;0.2;8;0.0509160123721;[19979  3813   176   107]
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.68074891683;0.2;10;0.481308411215;[241  42 180 103]
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.659589083007;0.05;8;0.0467415730337;[19729  4063   179   104]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.730599707825;0.05;10;0.660682226212;[193  90  99 184]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.71545443312;0.05;12;0.0412324929972;[15334  8458    99   184]
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.679818701694;0.05;10;0.625899280576;[184  99 109 174]
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.664284294866;0.05;8;0.0351152525748;[14059  9733   104   179]
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.731586110452;0.05;12;0.659498207885;[192  91  99 184]
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.719255485111;0.05;12;0.0404484502088;[15161  8631    99   184]
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.729600819089;0.05;8;0.670289855072;[199  84  98 185]
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.691757525765;0.05;8;0.0393240514401;[14851  8941    98   185]
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.662681516813;0.1;8;0.467889908257;[232  51 181 102]
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.674177604611;0.05;8;0.0499272903539;[20052  3740   180   103]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.725442944724;0.05;8;0.651245551601;[187  96 100 183]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.7123194155;0.05;8;0.0406711856873;[15259  8533   100   183]
B;2;((3, 11),);0.546785296957;0.05;8;0.514469453376;[279 207 246 240]
B;2;((3, 11),);0.542513450941;0.05;8;0.0435137340223;[13284 10305   246   240]
B;2;((13, 14),);0.632085217362;0.2;8;0.452574525745;[401  85 319 167]
B;2;((13, 14),);0.62434764617;0.2;8;0.0651453091476;[19115  4474   319   167]
B;2;((6, 7),);0.503403952649;0.2;10;0.0975609756098;[465  21 460  26]
B;2;((6, 7),);0.500804675123;0.2;12;0.0329163923634;[22581  1008   461    25]
B;2;((9, 10, 12),);0.699664685261;0.1;8;0.51724137931;[413  73 291 195]
B;2;((9, 10, 12),);0.701888670645;0.2;12;0.0880174291939;[19687  3902   284   202]
B;2;((4, 5, 8),);0.528010635235;0.2;12;0.133086876155;[467  19 450  36]
B;2;((4, 5, 8),);0.525600619107;0.2;12;0.0473061760841;[22589  1000   450    36]
B;2;((3, 11), (13, 14));0.661097139664;0.05;8;0.593291404612;[301 185 203 283]
B;2;((3, 11), (13, 14));0.645811406481;0.05;8;0.0565660603638;[14352  9237   203   283]
B;2;((3, 11), (6, 7));0.55212831716;0.05;8;0.521276595745;[277 209 241 245]
B;2;((3, 11), (6, 7));0.551635631939;0.05;8;0.0442437923251;[13245 10344   241   245]
B;2;((3, 11), (9, 10, 12));0.688798709546;0.05;10;0.610703043022;[310 176 195 291]
B;2;((3, 11), (9, 10, 12));0.688020083993;0.1;12;0.0631222198687;[14931  8658   188   298]
B;2;((3, 11), (4, 5, 8));0.564353333672;0.05;8;0.537566137566;[281 205 232 254]
B;2;((3, 11), (4, 5, 8));0.563335172092;0.05;8;0.0470413927215;[13530 10059   232   254]
B;2;((13, 14), (6, 7));0.620700604583;0.05;10;0.431911966988;[402  84 329 157]
B;2;((13, 14), (6, 7));0.620636938086;0.05;12;0.0640094247006;[19145  4444   323   163]
B;2;((13, 14), (9, 10, 12));0.722679469593;0.05;12;0.529172320217;[430  56 291 195]
B;2;((13, 14), (9, 10, 12));0.705272362249;0.1;12;0.0945114447453;[20204  3385   294   192]
B;2;((13, 14), (4, 5, 8));0.654685092042;0.05;10;0.472184531886;[409  77 312 174]
B;2;((13, 14), (4, 5, 8));0.634596503183;0.1;10;0.0685069514407;[19282  4307   316   170]
B;2;((6, 7), (9, 10, 12));0.702162610713;0.2;12;0.520805369128;[421  65 292 194]
B;2;((6, 7), (9, 10, 12));0.692133958302;0.1;10;0.085349758029;[19723  3866   292   194]
B;2;((6, 7), (4, 5, 8));0.529822689631;0.2;10;0.133580705009;[469  17 450  36]
B;2;((6, 7), (4, 5, 8));0.525503491112;0.05;12;0.048615800135;[22630   959   450    36]
B;2;((9, 10, 12), (4, 5, 8));0.709664854612;0.1;12;0.535433070866;[414  72 282 204]
B;2;((9, 10, 12), (4, 5, 8));0.70310331575;0.1;12;0.0885801128962;[19673  3916   282   204]
B;2;((3, 11), (13, 14), (6, 7));0.656370133279;0.05;12;0.572949946752;[302 184 217 269]
B;2;((3, 11), (13, 14), (6, 7));0.645332657493;0.05;12;0.0540975364505;[14399  9190   217   269]
B;2;((3, 11), (13, 14), (9, 10, 12));0.722035936256;0.05;12;0.642105263158;[327 159 181 305]
B;2;((3, 11), (13, 14), (9, 10, 12));0.716778213393;0.05;10;0.0677853094788;[15381  8208   181   305]
B;2;((3, 11), (13, 14), (4, 5, 8));0.662600128707;0.1;8;0.591578947368;[303 183 205 281]
B;2;((3, 11), (13, 14), (4, 5, 8));0.653267364802;0.05;8;0.057862145975;[14509  9080   201   285]
B;2;((3, 11), (6, 7), (9, 10, 12));0.686364290674;0.1;10;0.61875;[309 177 189 297]
B;2;((3, 11), (6, 7), (9, 10, 12));0.687424624402;0.05;12;0.0619374196314;[15032  8557   197   289]
B;2;((3, 11), (6, 7), (4, 5, 8));0.566478687192;0.05;10;0.526539278132;[278 208 238 248]
B;2;((3, 11), (6, 7), (4, 5, 8));0.566822577378;0.05;10;0.0458579881657;[13507 10082   238   248]
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.687007824011;0.1;12;0.60970464135;[313 173 197 289]
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.687344418573;0.05;8;0.0644676050285;[15068  8521   186   300]
B;2;((13, 14), (6, 7), (9, 10, 12));0.709381191891;0.2;10;0.524633821571;[418  68 289 197]
B;2;((13, 14), (6, 7), (9, 10, 12));0.703749977975;0.05;12;0.0949789760079;[20224  3365   294   192]
B;2;((13, 14), (6, 7), (4, 5, 8));0.645156988264;0.1;10;0.459644322845;[409  77 318 168]
B;2;((13, 14), (6, 7), (4, 5, 8));0.632207642992;0.1;10;0.0672134426885;[19244  4345   318   168]
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.71998255686;0.2;12;0.534045393858;[423  63 286 200]
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.716068005821;0.05;12;0.099850224663;[20269  3320   286   200]
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.715820759031;0.1;10;0.539682539683;[420  66 282 204]
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.70371927384;0.1;10;0.08871493803;[19680  3909   282   204]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.724423783637;0.05;10;0.627243928194;[322 164 189 297]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.716210143285;0.05;10;0.0677000227946;[15598  7991   189   297]
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.663863909634;0.05;8;0.594537815126;[303 183 203 283]
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.658162231925;0.05;8;0.0590444398081;[14772  8817   203   283]
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.722148131213;0.05;12;0.635886673662;[322 164 183 303]
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.720042839246;0.05;10;0.0685956876327;[15431  8158   179   307]
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.691228894647;0.1;8;0.615706806283;[311 175 192 294]
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.686805264433;0.1;8;0.0630360205832;[15041  8548   192   294]
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.727404359092;0.05;12;0.539295392954;[433  53 287 199]
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.714374742569;0.05;12;0.0994254309268;[20271  3318   287   199]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.723498704466;0.05;10;0.640756302521;[325 161 181 305]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.717517380547;0.05;10;0.0692237857467;[15568  8021   181   305]
