,Date & Time,ETD,Sentiment
8958,2005-09-09 10:00:00,597.0,-0.08416666666666664
9654,2005-10-08 10:00:00,568.0,-0.03796296296296296
9994,2005-10-22 14:00:00,554.0,0.10674603174603174
10013,2005-10-23 09:00:00,553.0,0.2125
11240,2005-12-13 12:00:00,502.0,0.07250000000000001
11287,2005-12-15 11:00:00,500.0,0.0
11368,2005-12-18 20:00:00,497.0,0.049166666666666664
13701,2006-03-26 01:00:00,399.0,0.008653846153846158
13821,2006-03-31 01:00:00,394.0,0.10454545454545454
16436,2006-07-18 00:00:00,286.0,0.0
16534,2006-07-22 02:00:00,281.0,0.1
16832,2006-08-03 12:00:00,269.0,-0.1
17430,2006-08-28 10:00:00,244.0,0.030000000000000027
18253,2006-10-01 17:00:00,210.0,0.18333333333333335
19039,2006-11-03 11:00:00,177.0,-0.011363636363636355
20313,2006-12-26 13:00:00,124.0,-0.014291187739463591
41681,2009-06-03 21:00:00,725.0,-0.07261904761904761
41682,2009-06-03 22:00:00,725.0,0.36666666666666664
41844,2009-06-10 16:00:00,718.0,0.017552083333333347
41860,2009-06-11 08:00:00,717.0,0.16160714285714287
41885,2009-06-12 09:00:00,716.0,0.12406249999999999
41910,2009-06-13 10:00:00,715.0,0.10559523809523809
42017,2009-06-17 21:00:00,711.0,-0.027442129629629625
42036,2009-06-18 16:00:00,710.0,0.20749999999999996
42134,2009-06-22 18:00:00,706.0,-0.0009803921568627416
42176,2009-06-24 12:00:00,704.0,-0.006547619047619047
42181,2009-06-24 17:00:00,704.0,0.34375
42188,2009-06-25 00:00:00,704.0,0.0
42196,2009-06-25 08:00:00,703.0,-0.2708333333333333
42570,2009-07-10 22:00:00,688.0,0.014210526315789474
42571,2009-07-10 23:00:00,688.0,-0.01736111111111111
42582,2009-07-11 10:00:00,687.0,0.04345238095238097
42633,2009-07-13 13:00:00,685.0,0.0
42661,2009-07-14 17:00:00,684.0,0.15386904761904763
42665,2009-07-14 21:00:00,684.0,0.04359375000000001
42684,2009-07-15 16:00:00,683.0,-0.3
42685,2009-07-15 17:00:00,683.0,-0.025
42687,2009-07-15 19:00:00,683.0,-0.041666666666666664
43386,2009-08-13 22:00:00,654.0,0.44000000000000006
43554,2009-08-20 22:00:00,647.0,0.2
43890,2009-09-03 22:00:00,633.0,0.10416666666666667
44056,2009-09-10 20:00:00,626.0,0.12916666666666668
44313,2009-09-21 13:00:00,615.0,0.13637426900584795
44315,2009-09-21 15:00:00,615.0,0.03159722222222223
44611,2009-10-03 23:00:00,603.0,0.5
44873,2009-10-14 21:00:00,592.0,0.3333333333333333
44971,2009-10-18 23:00:00,588.0,-0.01499999999999998
45101,2009-10-24 09:00:00,582.0,0.20625
45178,2009-10-27 14:00:00,579.0,0.05238095238095238
45181,2009-10-27 17:00:00,579.0,0.0
45187,2009-10-27 23:00:00,579.0,0.17685267857142858
46049,2009-12-02 21:00:00,543.0,0.22208333333333333
47889,2010-02-17 13:00:00,466.0,0.049999999999999975
48883,2010-03-30 23:00:00,425.0,0.0568452380952381
5891,2005-05-04 15:00:00,651.0,-0.026785714285714284
17779,2006-09-11 23:00:00,156.0,0.021428571428571432
17802,2006-09-12 22:00:00,155.0,0.18579545454545457
17836,2006-09-14 08:00:00,153.0,0.03888888888888889
17888,2006-09-16 12:00:00,151.0,0.0
17895,2006-09-16 19:00:00,151.0,0.27416666666666667
17899,2006-09-16 23:00:00,151.0,0.12395833333333334
17912,2006-09-17 12:00:00,150.0,-0.014999999999999996
17939,2006-09-18 15:00:00,149.0,-0.03238095238095238
17992,2006-09-20 20:00:00,147.0,0.09340277777777778
18047,2006-09-23 03:00:00,144.0,-0.039913793103448274
18064,2006-09-23 20:00:00,144.0,0.10327380952380953
18101,2006-09-25 09:00:00,142.0,-0.03680555555555556
18180,2006-09-28 16:00:00,139.0,0.12604166666666666
18210,2006-09-29 22:00:00,138.0,-0.025
18250,2006-10-01 14:00:00,136.0,0.1860576923076923
18326,2006-10-04 18:00:00,133.0,0.08706140350877192
18357,2006-10-06 01:00:00,131.0,0.029544025157232714
18360,2006-10-06 04:00:00,131.0,-0.06875
18387,2006-10-07 07:00:00,130.0,0.09552350427350428
18389,2006-10-07 09:00:00,130.0,-0.009583333333333333
18685,2006-10-19 17:00:00,118.0,0.017982456140350878
18690,2006-10-19 22:00:00,118.0,-0.05874999999999999
18800,2006-10-24 12:00:00,113.0,0.02500000000000001
18928,2006-10-29 20:00:00,108.0,-0.05192307692307692
18930,2006-10-29 22:00:00,108.0,0.1
20228,2006-12-23 00:00:00,54.0,0.16666666666666666
20313,2006-12-26 13:00:00,50.0,0.05784313725490196
20431,2006-12-31 11:00:00,45.0,0.07857142857142858
20724,2007-01-12 16:00:00,33.0,0.07666666666666667
20812,2007-01-16 08:00:00,29.0,0.061111111111111116
20818,2007-01-16 14:00:00,29.0,-0.033333333333333326
20827,2007-01-16 23:00:00,29.0,-0.007142857142857133
20836,2007-01-17 08:00:00,28.0,0.0
329,2004-09-14 21:00:00,4303.0,0.030576276881720425
607,2004-09-26 11:00:00,4291.0,0.27666666666666667
1436,2004-10-31 00:00:00,4257.0,0.2521875
28404,2007-11-28 16:00:00,3133.0,0.060416666666666674
31552,2008-04-07 20:00:00,3002.0,0.01643939393939395
44512,2009-09-29 20:00:00,2462.0,0.2732253086419753
81281,2013-12-09 21:00:00,930.0,0.0
81448,2013-12-16 20:00:00,923.0,-0.06666666666666667
83032,2014-02-20 20:00:00,857.0,0.07939393939393938
83034,2014-02-20 22:00:00,857.0,0.17592592592592593
83580,2014-03-15 16:00:00,834.0,-0.06666666666666667
84175,2014-04-09 11:00:00,809.0,-0.026041666666666664
85834,2014-06-17 14:00:00,740.0,0.03914062499999999
87467,2014-08-24 15:00:00,672.0,-0.07407407407407407
87737,2014-09-04 21:00:00,661.0,0.0
91505,2015-02-08 21:00:00,504.0,0.05119047619047621
96248,2015-08-25 12:00:00,306.0,0.18333333333333335
96300,2015-08-27 16:00:00,304.0,0.16666666666666666
96316,2015-08-28 08:00:00,303.0,0.0
96321,2015-08-28 13:00:00,303.0,0.0375
96618,2015-09-09 22:00:00,291.0,0.03333333333333333
96634,2015-09-10 14:00:00,290.0,0.011111111111111112
96682,2015-09-12 14:00:00,288.0,0.0
97092,2015-09-29 16:00:00,271.0,0.11931818181818182
97240,2015-10-05 20:00:00,265.0,0.21875
97401,2015-10-12 13:00:00,258.0,0.11725
97456,2015-10-14 20:00:00,256.0,0.09810185185185184
98245,2015-11-16 17:00:00,223.0,0.18333333333333335
98321,2015-11-19 21:00:00,220.0,-0.04999999999999993
98407,2015-11-23 11:00:00,216.0,-0.042045454545454546
98490,2015-11-26 22:00:00,213.0,0.07307692307692308
98599,2015-12-01 11:00:00,208.0,0.12083333333333335
98912,2015-12-14 12:00:00,195.0,0.0
99569,2016-01-10 21:00:00,168.0,0.13333333333333333
99780,2016-01-19 16:00:00,159.0,0.0
100949,2016-03-08 09:00:00,110.0,0.15833333333333335
101767,2016-04-11 11:00:00,76.0,0.275
102018,2016-04-21 22:00:00,66.0,-0.00833333333333334
102276,2016-05-02 16:00:00,55.0,0.0
102297,2016-05-03 13:00:00,54.0,-0.03333333333333333
102683,2016-05-19 15:00:00,38.0,0.053333333333333344
80919,2013-11-24 19:00:00,765.0,0.1532575757575758
80920,2013-11-24 20:00:00,765.0,0.05833333333333334
81374,2013-12-13 18:00:00,746.0,0.2622777777777778
82663,2014-02-05 11:00:00,692.0,0.09687499999999999
83045,2014-02-21 09:00:00,676.0,0.11037500000000003
83333,2014-03-05 09:00:00,664.0,0.09948529411764706
83334,2014-03-05 10:00:00,664.0,0.13025793650793652
83628,2014-03-17 16:00:00,652.0,-0.049999999999999996
83724,2014-03-21 16:00:00,648.0,0.31666666666666665
83767,2014-03-23 11:00:00,646.0,0.1121875
83797,2014-03-24 17:00:00,645.0,0.11121212121212122
84015,2014-04-02 19:00:00,636.0,0.14305555555555555
84375,2014-04-17 19:00:00,621.0,0.11578125
84551,2014-04-25 03:00:00,613.0,0.18333333333333335
84612,2014-04-27 16:00:00,611.0,0.2891666666666667
84954,2014-05-11 22:00:00,597.0,-0.3
85088,2014-05-17 12:00:00,591.0,-0.09666666666666666
85208,2014-05-22 12:00:00,586.0,0.3148809523809524
85240,2014-05-23 20:00:00,585.0,0.175
85482,2014-06-02 22:00:00,575.0,0.0631666666666667
85692,2014-06-11 16:00:00,566.0,0.18333333333333335
85838,2014-06-17 18:00:00,560.0,0.21833333333333335
85854,2014-06-18 10:00:00,559.0,0.01597222222222222
87079,2014-08-08 11:00:00,508.0,0.75
87542,2014-08-27 18:00:00,489.0,0.1
87705,2014-09-03 13:00:00,482.0,-0.044999999999999984
87827,2014-09-08 15:00:00,477.0,0.17267857142857146
88040,2014-09-17 12:00:00,468.0,0.14730769230769228
88354,2014-09-30 14:00:00,455.0,0.15833333333333335
88573,2014-10-09 17:00:00,446.0,0.08125
88648,2014-10-12 20:00:00,443.0,0.185
88671,2014-10-13 19:00:00,442.0,1.586032892321652e-17
88693,2014-10-14 17:00:00,441.0,-0.007527777777777776
88738,2014-10-16 14:00:00,439.0,0.225
90927,2015-01-15 19:00:00,348.0,0.18333333333333335
90976,2015-01-17 20:00:00,346.0,0.0
91014,2015-01-19 10:00:00,344.0,0.04791666666666666
91015,2015-01-19 11:00:00,344.0,0.5
92503,2015-03-22 11:00:00,282.0,0.7
93206,2015-04-20 18:00:00,253.0,0.25
95056,2015-07-06 20:00:00,176.0,0.10312500000000001
49062,2010-04-07 10:00:00,2085.0,-0.06381944444444444
49074,2010-04-07 22:00:00,2085.0,-0.02499999999999999
49090,2010-04-08 14:00:00,2084.0,0.14166666666666666
49094,2010-04-08 18:00:00,2084.0,0.26401515151515154
53033,2010-09-19 21:00:00,1920.0,0.11105902777777776
53071,2010-09-21 11:00:00,1918.0,0.08240740740740742
54033,2010-10-31 13:00:00,1878.0,0.08916666666666667
74408,2013-02-26 12:00:00,1029.0,-0.020273297491039424
74466,2013-02-28 22:00:00,1027.0,0.1902916666666667
74528,2013-03-03 12:00:00,1024.0,0.04594907407407407
75060,2013-03-25 16:00:00,1002.0,-0.0976190476190476
80966,2013-11-26 18:00:00,756.0,0.06733333333333333
80983,2013-11-27 11:00:00,755.0,0.05833333333333333
81008,2013-11-28 12:00:00,754.0,0.18833333333333332
81062,2013-11-30 18:00:00,752.0,0.25
81330,2013-12-11 22:00:00,741.0,0.07023809523809524
81369,2013-12-13 13:00:00,739.0,0.12694444444444444
81699,2013-12-27 07:00:00,725.0,0.25833333333333336
81700,2013-12-27 08:00:00,725.0,0.16666666666666666
81727,2013-12-28 11:00:00,724.0,0.06523809523809523
81763,2013-12-29 23:00:00,723.0,-0.2333333333333333
82138,2014-01-14 14:00:00,707.0,0.25531746031746033
82668,2014-02-05 16:00:00,685.0,-0.06666666666666667
82671,2014-02-05 19:00:00,685.0,0.03666666666666667
83333,2014-03-05 09:00:00,657.0,-0.07222222222222222
83340,2014-03-05 16:00:00,657.0,0.07990740740740741
83555,2014-03-14 15:00:00,648.0,0.0
83648,2014-03-18 12:00:00,644.0,0.2494047619047619
83702,2014-03-20 18:00:00,642.0,0.16099999999999998
83873,2014-03-27 21:00:00,635.0,0.39166666666666666
85836,2014-06-17 16:00:00,553.0,0.3143518518518518
85837,2014-06-17 17:00:00,553.0,0.21944444444444447
85962,2014-06-22 22:00:00,548.0,0.03722222222222224
86009,2014-06-24 21:00:00,546.0,-0.40624999999999994
86514,2014-07-15 22:00:00,525.0,0.20000000000000004
86530,2014-07-16 14:00:00,524.0,0.08571428571428572
88021,2014-09-16 17:00:00,462.0,0.00740740740740741
92682,2015-03-29 22:00:00,268.0,0.10305555555555557
16063,2006-07-02 11:00:00,1102.0,0.012499999999999997
16917,2006-08-07 01:00:00,1066.0,0.11000000000000001
17238,2006-08-20 10:00:00,1053.0,-0.19344444444444445
18030,2006-09-22 10:00:00,1020.0,0.041666666666666664
19181,2006-11-09 09:00:00,972.0,0.18968253968253967
19246,2006-11-12 02:00:00,969.0,0.20250000000000004
19987,2006-12-12 23:00:00,939.0,-0.046805555555555545
20374,2006-12-29 02:00:00,922.0,-0.09166666666666667
21090,2007-01-27 22:00:00,893.0,-0.06944444444444445
21091,2007-01-27 23:00:00,893.0,0.006645833333333339
21140,2007-01-30 00:00:00,891.0,0.08333333333333334
21227,2007-02-02 15:00:00,887.0,0.06666666666666667
21317,2007-02-06 09:00:00,883.0,0.03875000000000001
21675,2007-02-21 07:00:00,868.0,0.2125
21733,2007-02-23 17:00:00,866.0,0.062
21850,2007-02-28 14:00:00,861.0,0.01666666666666667
21861,2007-03-01 01:00:00,860.0,0.009444444444444441
21872,2007-03-01 12:00:00,860.0,0.0891666666666667
21874,2007-03-01 14:00:00,860.0,-0.03214285714285714
22196,2007-03-15 00:00:00,847.0,-0.042864583333333345
22216,2007-03-15 20:00:00,846.0,0.18845679012345679
22253,2007-03-17 09:00:00,844.0,0.021666666666666667
22320,2007-03-20 04:00:00,841.0,-0.09924242424242426
22383,2007-03-22 19:00:00,839.0,0.010000000000000009
23061,2007-04-20 01:00:00,810.0,0.23266666666666666
23166,2007-04-24 10:00:00,806.0,0.005515873015873022
23194,2007-04-25 14:00:00,805.0,0.0
23289,2007-04-29 13:00:00,801.0,0.2777777777777778
24339,2007-06-12 07:00:00,757.0,0.0032407407407407662
24340,2007-06-12 08:00:00,757.0,0.038946759259259264
24367,2007-06-13 11:00:00,756.0,0.20674603174603176
24579,2007-06-22 07:00:00,747.0,0.09199661963550854
24681,2007-06-26 13:00:00,743.0,-0.062013888888888896
27109,2007-10-05 17:00:00,642.0,0.3066666666666667
28879,2007-12-18 11:00:00,568.0,0.06702380952380953
28890,2007-12-18 22:00:00,1462.0,0.0
29362,2008-01-07 14:00:00,1442.0,0.26952380952380955
29419,2008-01-09 23:00:00,1440.0,0.006666666666666666
29441,2008-01-10 21:00:00,1439.0,0.0
29442,2008-01-10 22:00:00,1439.0,-0.016666666666666666
30057,2008-02-05 13:00:00,1413.0,-0.10833333333333334
32338,2008-05-10 14:00:00,1318.0,-0.05833333333333333
32673,2008-05-24 13:00:00,1304.0,0.0
32817,2008-05-30 13:00:00,1298.0,-0.05119047619047618
33252,2008-06-17 16:00:00,1280.0,0.140625
33270,2008-06-18 10:00:00,1279.0,0.04305555555555556
33414,2008-06-24 10:00:00,1273.0,0.23809523809523808
33583,2008-07-01 11:00:00,1266.0,0.09583333333333333
33996,2008-07-18 16:00:00,1249.0,0.0513888888888889
35194,2008-09-06 14:00:00,1199.0,0.18174603174603177
35393,2008-09-14 21:00:00,1191.0,0.19166666666666668
36132,2008-10-15 16:00:00,1160.0,0.07629629629629628
36211,2008-10-18 23:00:00,1157.0,0.21319444444444444
36356,2008-10-25 00:00:00,1151.0,0.11057575757575759
36440,2008-10-28 12:00:00,1147.0,-0.11666666666666663
36641,2008-11-05 21:00:00,1139.0,0.25
37134,2008-11-26 10:00:00,1118.0,0.12571428571428572
37327,2008-12-04 11:00:00,1110.0,-0.08194444444444443
38104,2009-01-05 20:00:00,1078.0,0.5482638888888889
40194,2009-04-02 22:00:00,991.0,0.2333333333333333
43076,2009-08-01 00:00:00,871.0,0.20111111111111113
43090,2009-08-01 14:00:00,870.0,-0.32499999999999996
44004,2009-09-08 16:00:00,832.0,0.4666666666666666
44130,2009-09-13 22:00:00,827.0,0.13333333333333333
45534,2009-11-11 10:00:00,768.0,-0.009999999999999964
51075,2010-06-30 07:00:00,537.0,-0.0078125
52976,2010-09-17 12:00:00,458.0,0.15714285714285717
952,2004-10-10 20:00:00,844.0,-0.04204545454545453
953,2004-10-10 21:00:00,844.0,-0.032869152046783624
966,2004-10-11 10:00:00,843.0,0.06055555555555557
1014,2004-10-13 10:00:00,841.0,0.24588314176245205
1025,2004-10-13 21:00:00,841.0,0.14583333333333334
1037,2004-10-14 09:00:00,840.0,0.14849893162393163
1044,2004-10-14 16:00:00,840.0,0.15
1096,2004-10-16 20:00:00,838.0,0.0625
1114,2004-10-17 14:00:00,837.0,0.375
1164,2004-10-19 16:00:00,835.0,0.05694444444444444
1165,2004-10-19 17:00:00,835.0,0.0
1180,2004-10-20 08:00:00,834.0,0.09807692307692308
1190,2004-10-20 18:00:00,834.0,0.08835648148148148
1205,2004-10-21 09:00:00,833.0,0.10833333333333334
1206,2004-10-21 10:00:00,833.0,-0.03125
1216,2004-10-21 20:00:00,833.0,0.16805555555555554
1236,2004-10-22 16:00:00,832.0,0.01714015151515151
1238,2004-10-22 18:00:00,832.0,0.08513392857142857
1254,2004-10-23 10:00:00,831.0,0.040872395833333346
1285,2004-10-24 17:00:00,830.0,0.13024999999999998
1312,2004-10-25 20:00:00,829.0,0.05735294117647058
1373,2004-10-28 09:00:00,826.0,0.10416666666666664
4187,2005-02-22 15:00:00,709.0,0.04761904761904763
38823,2009-02-04 19:00:00,610.0,-0.08095238095238093
39125,2009-02-17 09:00:00,597.0,0.05890972222222223
39134,2009-02-17 18:00:00,597.0,0.0
40384,2009-04-10 20:00:00,545.0,0.030645833333333344
41701,2009-06-04 17:00:00,490.0,0.0
42559,2009-07-10 11:00:00,454.0,-0.034768518518518504
43026,2009-07-29 22:00:00,435.0,0.009409722222222217
43552,2009-08-20 20:00:00,413.0,-0.012500000000000002
44334,2009-09-22 10:00:00,380.0,0.03333333333333333
44419,2009-09-25 23:00:00,377.0,-0.16555555555555557
45396,2009-11-05 16:00:00,336.0,0.06474074074074074
47838,2010-02-15 10:00:00,234.0,-0.013802083333333333
47845,2010-02-15 17:00:00,234.0,-0.03992647058823529
47867,2010-02-16 15:00:00,233.0,-0.008346296296296291
48488,2010-03-14 12:00:00,207.0,0.06817386831275721
48489,2010-03-14 13:00:00,207.0,0.0008333333333333304
48494,2010-03-14 18:00:00,207.0,0.04027777777777777
48588,2010-03-18 16:00:00,203.0,0.055694444444444435
48604,2010-03-19 08:00:00,202.0,0.005000000000000003
48855,2010-03-29 19:00:00,192.0,0.0035714285714285704
48882,2010-03-30 22:00:00,191.0,-0.06428571428571428
48917,2010-04-01 09:00:00,189.0,0.08666666666666667
48927,2010-04-01 19:00:00,189.0,0.10833333333333334
50429,2010-06-03 09:00:00,126.0,0.0851851851851852
50456,2010-06-04 12:00:00,125.0,-0.006666666666666665
50587,2010-06-09 23:00:00,120.0,0.05
50795,2010-06-18 15:00:00,111.0,-0.0958333333333333
51031,2010-06-28 11:00:00,101.0,0.1361111111111111
51522,2010-07-18 22:00:00,81.0,-0.14027777777777778
51536,2010-07-19 12:00:00,80.0,0.23333333333333334
53022,2010-09-19 10:00:00,18.0,-0.015277777777777776
4096,2005-02-18 20:00:00,4262.0,0.07323232323232323
4097,2005-02-18 21:00:00,4262.0,0.01071428571428572
4688,2005-03-15 12:00:00,4237.0,-0.04945512820512821
4690,2005-03-15 14:00:00,4237.0,-0.0640625
4691,2005-03-15 15:00:00,4237.0,-0.175
4744,2005-03-17 20:00:00,4235.0,-0.01904761904761904
5370,2005-04-12 22:00:00,4209.0,0.012033333333333335
5381,2005-04-13 09:00:00,4208.0,0.021728395061728394
5385,2005-04-13 13:00:00,4208.0,0.0
5391,2005-04-13 19:00:00,4208.0,0.23700000000000002
5408,2005-04-14 12:00:00,4207.0,0.078125
5727,2005-04-27 19:00:00,4194.0,0.1419047619047619
10072,2005-10-25 20:00:00,4013.0,-0.027380952380952377
10695,2005-11-20 19:00:00,3987.0,0.2184259259259259
10696,2005-11-20 20:00:00,3987.0,0.005
10785,2005-11-24 13:00:00,3983.0,-0.02339430894308943
11034,2005-12-04 22:00:00,3973.0,0.011111111111111113
11079,2005-12-06 19:00:00,3971.0,-0.01111111111111111
11080,2005-12-06 20:00:00,3971.0,-0.06369047619047617
11416,2005-12-20 20:00:00,3957.0,0.0
11417,2005-12-20 21:00:00,3957.0,-0.1625
11792,2006-01-05 12:00:00,3941.0,0.03966666666666667
11870,2006-01-08 18:00:00,3938.0,-0.0031249999999999993
12258,2006-01-24 22:00:00,3922.0,0.1906060606060606
