user,activity,active days
3501,1,2232
5018,4,1306
3378,127,2320
2060,2,3629
2061,10,3632
2790,4,2785
2063,7,3635
2796,1,2778
2797,2,2766
2795,2,2779
5348,1,974
6136,82,4521
3372,2,2324
3370,4,2179
5098,10,1234
5099,1,1245
3579,1,2190
3575,10,2193
5091,37,1250
5093,1,1247
2666,2,2654
2667,91,2933
2664,5,2927
2665,6,2790
2662,463,2940
2663,38,2939
2660,1,2877
2936,8,2269
2934,1075,2601
2935,1,2601
2931,2,2601
5326,31,641
5327,1,1011
5324,7,1011
5320,3,1012
5321,2,1016
5328,2,1006
1643,56,4073
1642,3,4055
1649,4,4066
18271,6,2
4229,2,1184
2808,14,2764
2809,5,2231
4882,1,1247
3166,67,2429
2803,7,2767
3164,1,2380
3162,1,1784
2807,3,2765
5433,4,528
1423,1,4282
5431,1,920
5436,7,919
3369,9,2325
1428,6,4281
3361,84,2329
3363,38,2330
2157,11,3500
4985,2,1185
4273,3,1805
1358,39,4353
4277,15,1799
2400,5,3203
1351,6,4363
1350,1,4364
1357,8,4329
1356,9,4340
1355,12,4233
1354,41,4167
5555,4,791
18125,3,32
4988,38,1155
5559,1,789
937,14,4814
2159,2,3499
4864,1,1407
1515,1,4199
1514,233,4113
1517,47,4196
2409,15,3196
1512,13,4157
5881,2,465
5880,6,470
5886,2,440
5884,4,473
958,5,4714
3184,434,2436
3187,9,2438
3188,5,2049
4018,19,1918
4012,39,1915
4011,1,1917
4904,2,1393
3988,20,1931
3984,6,1937
3981,26,1910
3982,1,1937
3983,4,1602
6121,1,165
2322,3,3283
2321,2,3149
4704,6,1539
2327,1,3227
2326,1,3250
2325,20,3274
2324,14,3275
4708,17,1547
3761,11,2092
3762,3,2086
3764,6,2085
3765,18,2084
3768,1,2083
1292,40,4421
6011,3,290
6010,1,317
4649,1,1197
6014,1,315
6017,1,234
4632,10,1602
4642,1,1598
2490,1,3069
2493,33,3069
2496,16,3018
4424,1,1721
2259,6,3347
2256,1,3359
2254,12,3362
2252,1,3340
5060,2,1268
2250,5,3368
2477,6,3086
2476,1,3086
2474,3,3092
2472,2,3093
5151,4,1189
980,2,4760
981,5,4629
986,21,4709
987,7,4694
2478,4,3086
4090,21,1890
4800,44,1464
2787,37,2486
4803,16,1464
2781,3,2802
2780,13,2800
2782,2,2800
4809,1,1390
2789,2,2781
2079,41,3483
2078,2,3559
2073,164,3620
2072,4,3028
2071,1,3612
4969,2,1339
3508,2,2238
3500,10,2243
5082,2,1049
5081,5,1257
5080,154,1262
3505,2,2240
5085,5,1258
2672,39,2792
2676,618,2922
2928,47,2604
2921,376,2477
2920,67,2450
5331,1,1006
5333,2,1006
5334,20,1006
5338,3,1002
1630,3,4089
3215,56,2422
1632,3,4086
1633,149,3850
1982,2,3701
3211,68,2414
1636,7,4049
1637,4,3281
1638,8,4066
2817,134,2741
2811,1,2762
2810,5,2761
2812,3,2757
18280,1,0
3171,138,2446
3170,3,2447
3175,2,2445
3174,13,2394
5086,15,1196
5429,1,923
1189,6,4446
5427,2,896
3374,13,2139
3373,3,2324
5420,1,932
1180,2,4458
1181,3,4478
1748,3,4005
1745,2,3977
1746,25,3987
1747,1,3967
1741,3,3998
1743,8,3976
1164,82,4479
1165,10,4499
4393,3,1734
1161,59,4511
1163,2,4455
4394,1,1682
1168,19,4470
4240,1,1762
5522,100,815
5523,12,802
5527,1,813
1488,58,4036
2034,63,3652
1568,33,2443
1298,14,4402
3194,2,1775
1560,22,4121
1293,82,4400
1562,742,4116
1563,3,4145
1564,125,2906
1565,2,4142
1566,949,4141
5253,4,1078
5638,3,715
5639,6,705
4390,7,944
5635,5,663
4392,3,1733
5637,1,717
5630,1,670
4395,109,1733
3197,1,2436
3196,2,2437
3195,105,2437
1365,8,4334
3728,1,2099
2180,4,3473
3199,108,2431
1369,1,4336
4024,1,224
4022,25,1913
4029,2,1819
5988,4,306
5986,3,356
5984,1,357
5985,9,307
3997,2,1913
3995,1,1930
3993,20,1931
4930,7,1358
4687,24,1562
4684,3,1280
6150,9,3048
6151,1,2911
6152,3,2563
4933,4,1374
4934,3,1374
4731,13,1507
4737,15,1513
2319,13,3280
2317,39,3235
2314,152,3289
4739,11,1518
2313,8,3279
2310,55,3274
5854,1,465
5852,1,516
5859,1,327
3772,17,2081
3771,1,2082
3776,1,2079
3775,16,2191
3774,19,1993
3779,61,2063
4834,4,1435
4655,3,1380
4656,1,1499
4652,1,1594
18184,6,36
2262,4,3352
2263,8,3351
5487,3,864
2267,10,3342
2264,4,3347
2440,52,3150
2441,1,3015
2448,112,3126
2449,1,2263
18180,2,38
6055,2,268
2102,2,3582
2044,4,3380
2045,297,3654
4817,9,1417
2040,1,3028
2041,156,3656
3155,25,2457
2838,1,1658
3159,13,2398
3519,270,2191
3517,1,2232
3515,12,2233
3514,2,2233
2689,1,2882
2830,6,2738
2683,13,2917
5407,77,943
5406,5,901
5118,3,1224
1433,452,4276
3207,7,2413
1622,1,4094
3205,9,2378
1992,14,3669
5186,2,1149
3202,11,2434
1625,5,4087
1624,1,4059
1998,78,3686
3209,4,2427
5058,4,1275
2861,3,2694
2869,6,2664
17826,37,84
17825,1,110
5408,2,911
3349,46,2328
1191,368,3921
1190,1,4466
1193,90,4463
1192,15,4464
3346,23,2330
1194,17,4460
1196,3,4443
1757,5,3773
1756,30,3977
1755,2,3977
1754,18,3969
1753,45,3966
1752,1,3971
1750,50,3923
4259,6,1727
4258,19,1724
1172,24,4382
1171,13,4490
1170,2,4480
4251,2,1819
4255,7,1816
4254,4,1491
1179,20,4187
4256,120,1815
18148,1,53
5530,2,807
5536,3,581
5534,1,805
5539,8,800
1285,1,4408
1287,7,4403
1286,1,4304
1281,5,4390
1282,77,4407
1288,1,3999
1572,55,4132
1571,1,4006
1570,60,4135
1577,2,4123
1576,1,4128
1575,3,4116
1574,126,4124
4260,1,1702
6016,1,292
3435,2,2282
4263,2,1811
4388,3,1737
5629,17,704
2036,1,3660
4383,14,1555
4380,1,1740
4387,240,1708
5622,3,675
4385,12,1734
5620,1,728
1370,3709,4340
1372,5,4335
1377,502,4281
4269,3,1804
1378,129,4327
3832,1,2041
3833,13,1936
2746,1,2837
3839,141,1998
4030,1,1915
4033,1,1882
4035,1,1911
5990,1,320
4037,1,1854
4845,1,1425
4039,2,1909
4038,4,1909
4186,2,1849
4738,9,1518
6142,42,4169
6141,148,4215
6140,9,4241
6147,9,3635
6145,183,3865
6144,4,3868
6148,43,3384
2309,35,3290
2308,4,2266
4729,11,1491
2301,3,3300
2303,2,3296
2305,32,3296
4720,1,1535
4723,10,1517
5844,22,528
5843,6,529
5841,7,520
3747,1,2093
3745,1,2094
3742,3,2092
3740,1,2096
4620,1,1609
4623,1,371
4627,3,1607
2271,18,2924
2279,9,3327
2278,72,3331
4981,3,1236
2459,1,2911
2458,13,3108
2455,69,3076
2457,29,3111
2451,1,3016
3699,1,2115
2053,42,3598
4828,2,1444
3690,2,1458
4827,13,1442
4824,4,1411
4537,1,1658
4822,4,1171
4531,6,1406
3696,1,1708
4983,3,1329
4633,1,1601
17758,5,118
3522,2,2231
3529,1,2224
1364,23,4343
2699,366,2887
2696,1,2467
2694,2,2816
2693,165,2862
3227,1,1430
2691,15,2899
2690,1,2904
1971,26,3695
3232,10,2352
3233,5,2414
5199,1,1137
5198,2,1137
1965,2,3714
1614,4,4080
1615,2,4101
5193,4,1141
1611,15,3415
3674,5,2078
2877,407,2606
2876,1,2546
3354,2,2333
3357,1,2314
3351,30,2312
5448,14,803
5442,9,722
5444,2,901
1769,12,3961
1763,3,3967
1761,1,3970
1142,1,4531
1143,76,4490
1140,40,4534
1141,2,4453
1146,19,4465
1147,38,4520
1144,30,4543
1145,2,4515
1149,5,4529
18158,18,48
2966,549,2567
18156,3,51
5503,1,842
4982,2,1333
1542,6,4171
1541,21,4150
540,1,1806
3784,19,2077
549,92,1991
5137,15,977
5619,4,728
5612,1,740
1388,4,4283
4497,2,1681
1384,85,4302
1387,110,4311
1382,19,4331
1383,12,4331
3825,11,1524
3823,10,1886
3822,5,2050
3820,136,1665
5001,17,1313
3828,20,2034
3583,2,2187
4282,3,923
4280,4,1634
4284,32,1795
2761,1,2821
6170,3,2439
4758,10,1502
4759,60,1501
4752,11,1506
4753,1,1506
4754,2,1503
4756,1,1052
4757,1,980
5873,1,489
5879,14,479
3758,1,1356
5462,1,883
3752,12,2063
3755,56,2086
3757,24,2090
2190,205,3437
2191,15,3364
2192,5,3338
2195,22,3460
2198,14,3432
4638,1,1368
2200,12,3450
2205,20,3430
2206,23,3427
2207,5,3172
2208,3,3432
2209,41,3432
2420,13,3188
2423,1,3175
1849,12,3844
2426,61,3178
2427,18,3175
1848,1,1373
1676,149,4028
4667,60,1578
4839,3,1440
4838,2,1433
3689,2,2096
2342,7,3236
4528,4,1661
4830,2,1428
4525,1,1660
4835,6,1227
3686,2,2125
4837,3,1176
3684,3,2124
3212,106,2400
2518,1,2805
2519,2,2685
2514,8,3045
2515,4,3037
2516,88,3038
908,4,4835
2734,1,2848
2736,1,1083
2737,1,2844
2730,6,2851
2731,2,2792
5299,1,1037
5296,1,1038
5295,5,805
5293,1,1041
3531,5,2222
3533,1,1831
3535,26,2221
3534,1,2072
3537,5,1466
3536,1,2217
5056,2,1277
5057,3,1221
5050,8,990
17744,2,127
17745,3,139
1814,64,3893
1815,39,3891
1812,1,3758
1813,1,3912
4339,1,1720
1818,12,3915
6074,2,244
4952,1,1353
2167,3,2751
1609,11,3855
4987,1,1325
3229,3,2416
3228,1,2416
1601,1,4112
3224,8,2419
1603,7,4110
3226,20,2127
1605,12,4110
1607,23,4109
3222,10,2420
6078,1,228
2848,4,2717
2846,13,2716
5604,2,746
2842,7,2699
2843,4,2707
3320,6,2254
5474,2,867
5470,7,875
5478,1,868
5479,4,832
1775,225,3955
1774,276,3953
1777,28,3947
5277,8,1054
1772,51,3939
1778,1,3949
1159,1,4471
1158,2,4689
2999,2,2554
1154,65,4516
1157,131,4512
1156,94,4465
1151,40,4439
1153,2,4518
5519,1,824
5518,1,760
5512,3,827
5514,3,831
5516,4,829
2998,302,2555
1550,50,4151
1553,4,4103
1552,877,4158
1555,9,4155
1554,68,4124
1557,45,4154
1559,1,4151
1558,11,4152
2992,26,2550
2993,46,2555
2994,5,2552
3033,6,2535
2990,30,2558
1906,8,3780
5609,2,742
5608,5,743
4690,28,1432
5134,2,1206
1419,12,4289
1399,2,749
1396,2,4305
1395,8,4228
1393,1,4298
1392,164,4289
1390,1,4310
3811,2,2060
3814,5,2040
3818,19,2019
3819,62,2059
4295,14,1787
4294,3,1788
5125,4,1215
1422,26,4285
4741,2,674
4740,2,1518
4745,3,1518
5869,1,494
5865,2,316
5864,1,498
5861,4,441
5860,49,502
4714,2,1539
6138,1,2937
2183,7,3028
6139,14,4024
2186,1,3460
2185,1,3465
2184,29,3470
4607,28,1614
2189,155,3437
4602,402,1618
2213,1,3423
2210,36,3429
2216,4,3423
2215,2,3425
2214,3,3419
2219,16,3398
2218,235,3421
2433,12,3158
2432,18,3162
2430,45,2463
4922,14,1374
4519,13,1412
4514,1,1673
4515,56,1672
5760,2,607
2509,136,3048
2507,1,3051
2506,50,3052
2505,17,3020
2502,2,3013
2501,3,3058
2727,2,2124
5288,35,1042
2724,2,2857
2720,4,2862
5282,88,1057
5284,3,1049
2728,11,2845
5049,2,1288
5046,7,1290
5045,4,1223
5043,4,1291
5041,8,1276
3782,27,2074
3783,44,2077
3786,29,2109
3787,3,2067
1801,434,3921
1800,147,3820
4996,9,1321
4994,1,1323
4992,4,1315
4990,1,1325
3258,179,2396
1942,5,3728
1940,164,3739
0,4,2079
1527,395,4183
1521,12,3963
3206,6,2427
2851,1,2703
2850,2,1166
2852,239,2707
2854,2,888
2857,1,2661
2856,9,2696
3332,9,2285
1493,336,4208
5467,14,876
1497,4,4209
1498,1,4207
1499,46,4211
1702,175,4033
1703,2,4032
1704,16,4032
5184,7,1150
5261,15,1064
3200,2,2201
4572,1,1627
5269,1,1061
5268,2,1061
3658,4,2140
2989,7,2558
2983,7,2598
3026,39,2507
3025,3,2522
2980,210,2556
3023,107,2535
3022,1,2517
2984,29,2479
1018,771,4710
1015,926,4710
1016,51,4705
1011,4,4720
1012,95,4695
1234,32,4439
1236,144,4433
1237,14,4438
1230,1,4442
1231,2,4441
1238,10,4438
5053,1,1267
4359,64,1756
5678,1,680
4356,4,1692
6000,1,303
4903,1,1395
3809,11,1467
3808,149,2062
4905,2,1393
3801,16,2068
2483,129,3082
4670,4,837
5709,1,649
5705,1,656
5707,1,651
5702,1,658
4776,7,1491
4777,8,1487
4775,20,1492
3163,5,2399
4778,10,1490
4174,11,1854
4175,1,1854
4176,2,1830
4177,1,1847
4179,1,1852
5818,1,558
5810,1,564
5811,19,564
5816,1,558
5817,6,516
2464,44,3099
2949,1,2585
2948,21,2161
2466,1,3097
4610,23,1615
4614,107,1514
2461,1,3027
2228,50,3384
2227,21,3400
2225,8,3408
2223,460,3409
2220,5,3417
2221,1,3028
1,4379,4834
5927,11,418
5922,1,432
5923,2,432
5929,3,306
5356,3,991
2469,1,3095
4506,8,1675
4501,1,1679
4500,1,1679
4503,10,1677
5352,1,993
2089,112,3595
2080,68,3583
2086,6,3603
2087,1,3593
5450,1,895
2533,4,3024
2530,10,3023
2536,1,3024
2712,5,2869
5453,6,876
2717,2,2856
2714,2,2268
5454,5,893
2718,13,2845
5455,22,892
5072,1,1180
5070,1,1269
5457,1,882
5076,1,1228
5077,1,1264
5074,5,1266
5075,14,1264
1832,207,3865
1833,49,3879
1830,4,3882
1835,66,3876
3791,1,2073
3792,26,2072
3054,1,2273
2156,3,3505
938,83,4759
2150,15,3521
4984,3,1313
2152,3,3510
2401,4,3196
933,354,4812
932,23,4800
931,13,4176
930,802,4788
2158,54,3501
936,17,4804
2408,350,3175
934,278,4816
5383,1,963
1952,3,3723
3249,4,2324
3248,6,2407
3242,109,2367
3240,22,2410
3247,181,2395
3244,1,2406
4404,1,1714
829,1161,3859
4407,4,1727
1176,4,4471
1482,8,4137
1480,110,4207
5498,4,849
1486,45,4211
1485,15,4203
3305,12,2367
5490,2,862
3303,45,2370
5492,3,860
5493,1,833
5252,1,796
928,192,4816
1711,7,3389
1710,23,4025
5256,38,1064
5254,2,1077
1719,7,4020
4319,2,1776
2414,1,3193
1139,1,4423
1132,44,4544
1131,1,4537
18186,3,35
1136,40,4509
1134,16,4516
4974,3,1336
4257,2,1815
4975,13,1273
1178,2,3961
2791,4,2780
4064,2,1900
3012,3,2483
3013,7,2548
3017,2,2544
1008,62,4724
1006,2,4516
1004,136,4702
1003,6,4731
1002,5,4728
1001,6,4697
1000,1748,4729
1225,189,4443
1224,61,4121
1222,9,4309
4183,13,1808
4182,4,1847
4185,136,1849
1228,2,4434
5663,3,588
5661,27,691
5667,5,686
5666,2,687
5665,13,688
4347,11,1705
5669,2,686
5668,2,685
4342,14,1763
4341,34,1762
2882,1,2660
2887,53,2653
2884,8,2663
2889,15,2636
17888,4,116
3871,17,2001
3875,228,2004
3876,1,1896
3276,1,2390
5718,1,626
5717,27,572
5711,1,648
5710,4,649
3275,12,2352
3272,2,2388
3904,73,1982
3901,6,1796
3903,170,1983
3908,58,1981
3909,59,1944
4761,5,1400
4760,1,1501
4767,1,1497
4769,6,1496
4162,3,1860
4169,2,1857
5802,8,573
5805,1,570
5804,2,570
2745,13,2839
2239,2,3076
2238,159,3381
2231,77,3396
2230,1,3399
2235,3,1223
2234,4,3394
5090,1,870
5935,10,415
5934,15,410
5932,1,419
3574,4,2189
5939,2,410
3576,14,2174
3499,2,2245
3496,20,2186
3497,15,2217
3495,12,2205
3493,1,2054
2097,2,3565
4573,3,1635
2091,2,3591
2090,25,3595
4576,3,1631
2092,42,3592
3656,3,2140
3651,1,1695
3652,18,2082
2524,49,3028
2520,47,2987
2523,1,3028
2522,1,3028
2529,22,3025
2528,46,3024
4493,4,1685
5065,1,1275
5066,2,1275
5061,3,1282
4491,1,1686
5063,1,1279
4880,1,779
2707,1,2876
4883,1,1406
5069,1,1271
5068,1,1273
2703,1,2881
1828,36,3876
1825,4253,3894
4405,2,1721
1826,2,3888
1821,218,3894
2411,2,3196
929,12,4799
2413,111,3177
2144,438,3529
2415,5,3194
2142,381,3359
2416,149,3193
920,1,4690
2418,21,3191
922,7,4780
4970,2,1338
4971,7,1339
926,43,4822
4973,3,1322
5393,1,958
5396,1,953
5394,1,951
5399,6,949
1920,1,3760
3277,63,2390
3274,33,2390
1923,172,3753
1924,1,3740
1925,5,3729
1927,3,3026
1929,7,3271
3278,3,2390
3470,1,2260
834,7,267
3318,2,2239
5489,14,865
3311,2,2366
5486,1,861
5484,10,713
5483,85,860
3316,1,2023
5249,2,878
5248,6,102
1728,15,4011
1726,651,3986
5244,3,1084
1724,19,4017
1725,189,4010
5241,5,1089
2357,1,490
18199,16,28
4386,1,1735
3004,1,2550
3007,2,2550
3001,2,2501
5621,1,1
3003,69,1909
17969,3,91
1580,48,4031
1581,788,4125
17962,2,94
1587,56,4120
1584,239,3986
1585,10,4081
1038,42,4651
1033,743,4686
1036,2,4677
1034,133,4682
1211,31,4428
1217,10,4446
1215,51,4446
1218,19,4437
1219,1,3234
5658,10,693
5656,1,693
4373,1,1748
5653,2,696
5650,3,695
4375,1,1633
2899,1,2415
2898,8,1117
1107,19,4585
1104,1,4587
1450,2,4262
1451,167,4260
1452,13,4250
1101,9,4466
17892,3,115
1109,59,4585
4081,5,1890
4082,8,1887
4083,4,1849
1722,3,3978
3861,8,2022
3867,7,1983
3735,54,2098
5722,20,635
5723,4,637
5726,8,592
5724,13,629
3732,4,2093
5636,1,717
2136,55,3536
3915,6,1976
3914,1,1974
3910,2,1980
3918,7,1973
4920,277,1293
2132,521,3540
4796,2,1476
4790,4,1466
4792,2,1472
5836,2,536
5834,2,539
4151,1,1864
5832,8,517
4157,1,1855
4154,29,1864
5831,4,542
5838,2,534
5839,2,534
4699,11,1557
6088,1,215
6087,23,216
6085,1,220
6082,1,222
6083,14,221
5901,5,455
5909,7,442
3489,82,2251
3488,69,2182
3481,2,2254
3485,2,2254
3487,4,2252
4562,2,1639
3648,2,2143
3647,8,2148
4568,2,1637
3642,344,2149
2554,6,3009
2556,1,3009
2557,1,2355
2558,62,3007
2559,4,3003
2397,85,3203
2392,9,3203
3075,1,2501
2391,2,2922
4717,35,1405
2778,223,2795
5011,1,1312
5012,202,1312
5014,1,1306
5015,1,889
5016,4,1311
5017,1,1279
4893,7,1400
4892,1,1400
2772,6,2786
2773,86,2810
2774,5,2757
4896,2,1387
2777,10,2802
1859,29,3821
4419,2,1723
4418,1,1723
1853,13,3857
1854,3,3084
1855,1,3853
1856,5,3677
1857,7,3837
2172,7,3483
2173,3,3482
6066,1,252
2171,1,3481
919,137,4811
918,61,4831
6062,1,256
2175,172,3473
4967,22,1319
914,63,4834
2178,8,3432
916,2,4463
911,123,4769
913,4,2220
912,1017,4831
2604,50,2977
2607,1,2889
1420,2,4169
1975,5,1207
1932,5,3748
1931,3,3749
3262,184,2376
5129,2,1216
4712,1,1544
5126,2,1217
5120,6,1222
5122,1,1067
5123,10,1218
3464,229,2264
3460,41,2259
3469,28,2261
18210,1,26
5835,1,537
5238,3,1084
1738,3,3919
1731,2,2760
1733,5,3999
1732,26,3968
1734,5,4007
1737,9,3994
2404,9,3197
755,506,4043
1594,6,4116
2958,21,2571
1590,19,4105
3076,1,2500
3078,1,2445
2950,24,2449
2951,52,2578
2952,196,2581
1024,5,4578
1027,250,4692
1026,581,4693
1021,37,4696
1020,4,4701
1022,5,4690
4906,7,1392
1029,9,4281
1028,3,4641
1209,2,4450
1205,1,2931
1204,16,4453
1206,215,4424
4369,1,1752
1203,377,4444
1202,1,4439
5649,9,699
18036,3,73
5640,1,714
5643,2,707
5645,1,701
5644,1,699
5647,95,657
4276,3,1793
3104,2,2488
3105,36,2485
3106,52,2483
3107,1,2484
3103,33,2488
1111,3,4549
1445,8,4236
1112,5,4581
1442,3,4033
1440,299,4238
4279,2,1554
4278,18,1786
4859,1,1411
5734,81,626
5736,1,622
5732,2,625
5739,17,603
5738,2,623
4853,3,1327
4725,34,1013
1061,1,4653
3922,4,1973
3928,1,1966
3929,23,1966
4372,3,1748
5657,2,693
4787,1,1378
4785,2,1483
4784,1,1484
4781,4,1485
5820,6,558
5823,3,526
4149,168,1862
5827,1,544
5829,6,545
5828,4,538
4146,5,810
4140,1,1868
4143,2,1866
3852,100,2024
3850,1,2026
3858,101,2022
6099,2,199
6091,2,208
6092,14,205
6095,263,200
6094,17,174
6097,1,199
6096,2,201
5918,1,435
5915,2,439
5917,1,435
5910,1,352
4558,2,1645
3672,4,2100
3673,5,2082
3676,3,2130
4553,1,1646
4456,4,1708
2543,5,3019
2542,2,2980
2541,206,3021
2540,35,2954
2546,20,3017
1455,41,4252
2548,1,3010
2380,27,3204
2382,1,3211
2385,7,2917
2386,17,2721
2389,546,3206
5003,1,1318
2769,5,2813
2768,29,2799
3584,3,2187
3585,19,2173
5005,1,623
3587,5,2185
2763,1,2814
4918,1,1383
5009,2,1315
2760,3,2785
2767,4,2394
2766,358,2815
902,3765,4834
903,14,4835
900,19,4733
901,534,4831
906,990,4834
907,76,4834
904,64,4830
905,3575,4836
4422,1,1715
1842,2,3869
1841,530,3872
909,4,4831
1845,304,3860
6076,32,235
6075,1,244
4959,188,1347
6073,3,245
6071,1,244
2165,13,3492
4953,1,1351
4950,40,1357
2166,2,3491
4956,3,1350
4957,235,1343
6079,2,225
2162,29,3485
2616,181,2972
2614,2,2969
4916,5,1386
2610,13,2972
3868,1,1701
4540,1,1114
3294,2,2380
3296,5,2378
1905,6,3355
1902,7,3801
3291,76,2345
3292,6,2378
1901,7,3792
3453,1,2263
3450,87,2270
3454,3,2217
3458,17,2267
5229,6,1101
5223,1,1110
5220,1,1098
5227,1,446
5225,2,1108
5224,1,1110
3062,27,2259
3067,2,2475
3065,1,2507
17943,4,98
2947,60,2534
3068,6,2505
2940,87,2587
1050,3,4480
1051,28,4607
1053,5,4640
1055,4,4660
5350,1,993
1058,24,4656
5421,11,932
5359,3,988
5358,9,990
1697,4,4032
1694,877,4037
1695,104,4035
1692,101,3910
1691,8,3951
1279,9,4370
4313,5,1779
1270,1,3812
1271,1,4380
1272,314,4415
1274,2,4277
5236,12,1091
3119,1,2345
3118,4,2470
3117,28,2555
3116,1,2480
3115,1,2475
3114,188,2481
3112,1,2482
3111,1,2481
1472,154,4218
1470,347,4053
3330,93,2346
1476,25,4230
1477,22,4221
1478,3,4228
1479,207,4219
1304,116,4390
1306,30,4390
1301,74,4400
1303,11,4131
5740,1,623
5741,5,554
5743,4,620
5745,6,619
5468,2,876
4224,14,1832
4227,8,1782
4220,15,1658
4223,1,1773
5586,1,757
5584,4,759
5585,4,755
5582,1,764
5583,1,761
5580,2,768
5028,1,1301
3939,5,1734
1068,6,4574
3391,5,2307
3937,1,1961
3936,4,1946
3931,2,1965
3930,2,1965
3933,7,1893
3932,2,1965
5263,7,1070
1516,8,4151
1706,3,4031
4130,1,1873
4131,89,1869
4135,2,1871
5692,1,669
3840,2,2031
3843,10,2029
3844,27,2029
4430,1,1610
5306,2,1016
5307,2,1030
4044,8,1773
4045,2,1907
4041,162,1908
4042,4,1646
5961,7,380
5964,1,376
3665,1,2133
4945,1,1361
3667,9,2053
3666,6,2139
3662,39,2130
2280,2,2586
2281,18,3328
2282,7,3327
2287,145,3317
4549,14,1650
4541,8,1654
973,150,4745
4542,2,1654
1468,126,4232
4940,1,1368
939,1,2743
2579,2,2995
2576,10,2930
2577,15,2990
2572,85,2996
2571,1,2979
4535,2,1378
2374,1,3219
2375,16,3071
2376,655,3176
2377,2,3216
2370,23,3219
2371,5,3221
2373,66,3221
3597,55,2145
3596,4,2156
3594,2,2111
5035,1,1299
5032,17,1299
4532,2,1659
1870,114,3835
4432,12,1719
4438,1,1055
1878,21,3830
977,70,4761
976,1123,4736
4947,17,1171
974,20,4652
4941,17,1364
972,15,4764
970,230,4753
4948,1,1359
6043,1,287
6041,6,287
6045,4,277
2111,15,3562
6049,1,274
2114,931,3554
2117,5,3549
4152,33,1861
2626,20,2965
2624,14,2961
2625,72,2964
2628,1,2964
1919,21,3728
1918,202,3770
5109,2,1236
3289,1,2384
1911,33,3632
5100,4,1209
1912,22,3708
1915,8,3410
3282,1,2388
5104,3,1241
3280,3,2269
3140,6,994
3444,3,2273
3447,161,2269
2756,137,2816
2025,1,3663
2755,303,2825
2020,1,3664
2750,3,2830
2028,57,3660
2029,145,3663
5216,1,1082
5214,11,1118
5213,1,660
5211,1,1119
5218,23,1098
774,2,293
4596,3,1623
76,15,614
17868,13,118
17939,9,100
2970,6,2504
3055,10,2501
3053,1,2378
2975,9,2178
5362,1,987
1042,8,4644
1041,1,3478
1047,33,4665
1046,4,4547
5364,1,753
3527,33,2225
17940,3,23
5413,7,943
1683,266,4044
1685,59,4049
1684,1,3962
5246,11,1082
1688,3,4046
4302,2,1785
3024,1,2541
4307,1,1769
4304,2,1573
1263,2,4422
2987,8,2547
1266,1,4412
1264,2,4422
3287,22,2350
5101,1,1240
17942,2,99
17846,1,122
3124,88,2472
1469,1,4236
3281,3,2388
1465,3,4247
6065,3,208
1467,4,4241
1466,54,4202
1316,1,4391
1314,2,4393
1312,354,4355
1311,3,4397
1319,10,4389
5753,1,615
5751,4,616
5750,3,616
5756,17,610
4238,3,1824
4237,2,1812
5758,11,611
5590,125,751
5593,1,743
5594,40,706
5596,3,750
3948,14,1954
3942,2,1939
3943,1,773
3945,4,1903
3946,389,1616
4129,7,1827
4128,1,1873
2757,6,2740
4122,3,1845
4120,6,1535
5688,7,652
5685,1,383
5687,1,673
5686,3,673
5683,179,662
4706,1,1549
1331,11,3902
4604,1,1618
4703,4,1536
4702,6,1553
4056,4,1904
4053,14,1905
4051,2,1905
4059,13,1901
4058,4,1903
1617,74,4098
5979,2,214
5978,2,360
5973,7,363
5972,3,364
5970,1,315
5977,1,361
5675,4,680
3610,1,2169
3614,2,1657
3616,26,2167
3617,55,2166
3618,41,2164
2292,1,3312
2296,7,3305
4354,3,874
2569,5,2997
2561,1,3007
2565,32,3004
5196,3,1124
2567,3,2974
2367,13,3209
2363,6,3197
5029,2,1154
2586,14,2972
2583,18,2964
2580,112,2976
5021,2,1297
5025,1,608
2589,6,2990
2588,37,2988
4441,53,1708
1863,6,3841
1862,13,3840
4444,4,1714
4445,3,1649
1866,3,3843
1869,22,3837
1868,23,3835
3727,1,2092
3721,12,2070
4686,13,1572
965,4,4641
966,118,4779
967,4,4717
960,119,4786
961,3,4786
962,55,4474
4681,25,1559
968,372,4746
969,144,4776
4689,1,1552
2109,8,3570
6058,4,264
2103,8,3581
6054,2,269
2107,13,3548
6050,2,273
5117,2,1224
2639,1,2905
5113,10,1113
5112,1,572
2634,14,1646
2636,153,2942
2630,74,2944
2633,2,2959
3430,7,2258
3432,5,2276
3433,6,2283
3434,1,2237
1243,8,4386
3436,21,2267
2740,37,2843
2742,3,2839
2033,9,3606
2744,2,2701
2031,5,2059
2030,1,3662
4844,1,1425
2748,3,2699
4846,59,1402
4847,43,1424
4840,3,1378
4843,1,1391
897,114,3950
5201,6,1093
5202,47,1108
5204,27,965
5207,15,1126
5206,3,1135
5208,1,915
3544,2,2213
5194,3,1141
5197,1,1137
2965,6,2569
1789,5,3935
1967,2,3681
2963,1,2570
2962,3,2573
1780,10,3911
1783,4044,3939
1785,9,3581
1786,29,3934
17923,14,105
3040,27,2076
17928,2,91
3045,2,2474
3044,3,2447
3046,1,2523
5378,2,974
1076,1,4287
1074,20,4625
5371,2,892
5370,1,984
1071,620,4640
18224,3,21
18225,8,18
1678,14,4053
1675,2,4055
5149,1,1194
1677,4,3951
18228,2,16
