user,activity,active days
1887,17,3809
4467,10,1708
3701,6,2123
4463,3,1712
3704,5,2121
2127,5,3554
2126,1444,3497
2129,2,3543
947,7,4805
944,9,4813
945,10,4298
4660,9,1193
4913,1,1396
940,400,4813
4911,515,1396
6039,1,220
6033,2,303
6030,1,308
6036,4,301
6035,2,258
5173,3,1100
5172,21,1176
2659,40,2944
5177,12,1058
5176,8,1180
5175,2,1109
6103,34,201
5178,40,989
2655,2,2948
2654,6,2953
3417,3,2169
3415,605,2299
3410,1,2053
3419,8,1679
5924,1,438
4868,1,1422
6320,7,1852
4862,64,1414
4863,46,1420
2017,3,3678
2016,440,3668
2011,18,3689
2013,8,3686
3563,13,2210
4484,2,1696
4487,21,1696
4481,6,1698
2903,9,2640
2902,9,2641
2901,1,2645
2905,87,2636
2909,12,2600
2908,3,2552
17909,3,114
5319,7,1027
5318,40,1027
5317,12,1031
5314,6,786
1658,2,4049
1659,4,4072
1652,6,4048
1653,6,4067
1650,14,4073
1651,19,4067
1654,10,3911
1986,89,3707
3216,6,2427
3153,1,2439
3151,4,1812
1985,2083,3701
2839,5,2736
3154,3,2464
3210,835,2433
2835,3,2740
2831,2,2745
1983,87,3697
1436,14,4273
1437,25,4283
3393,2,2155
1432,407,4284
3394,53,2307
1430,200,4288
1431,12,4285
1981,558,3707
1439,3,4270
5230,1,1109
5232,2,1105
1348,1,4374
1349,12,4309
4262,33,1819
5233,2,1103
4266,27,1794
1341,2,4293
1347,1,4379
18114,6,67
18115,1,67
18113,3,68
3263,184,2306
5540,21,807
5544,8,805
5545,2,805
1502,209,4186
1503,660,4438
1501,719,4219
1506,55,4210
1504,4,4006
1508,37,4211
3080,1,2448
3082,10,2011
5890,3,440
5892,3,474
5893,2,473
5895,5,465
5896,1,469
5897,1,468
5898,5,467
3885,4,1998
3886,1,1862
3880,13,2000
3888,3,1990
4664,2,1598
4666,1,1066
4915,2,1396
4662,2,1598
4009,2,1932
4002,1,1635
4004,74,2163
4005,8,1931
4006,9,1934
4007,1,1933
3976,28,1947
3629,2,1036
3627,5,2143
2330,8,3032
2331,3,3244
2332,33,3227
2333,96,3270
2334,1,3262
4711,4,1543
2336,141,3150
4713,1,1549
2338,1,2656
6133,120,4654
6130,11,4721
6131,254,4746
4718,3,1546
6137,55,4517
6134,639,4643
6135,19,4552
2959,1,2585
3715,3,2114
3714,37,2093
3716,10,2114
3711,5,2117
5171,7,1170
4479,37,1680
4471,37,1707
4475,3,1701
4474,35,1706
6006,3,328
4908,1,1398
6005,24,151
6003,1,313
4679,1,1589
2489,1,3078
4901,17,1404
1599,2,4118
2484,1,3072
2482,44,3088
4672,6,1584
4907,5,1399
2481,11,3068
2248,6,3373
2652,2,2929
2245,51,3386
2247,7,3367
2240,116,3365
2242,5,3180
995,6,4747
2465,18,3098
997,2,3661
2467,9,3105
991,21,4672
990,2,4328
992,31,4615
5146,2,1206
5144,14,1188
5145,15,1106
999,9,4725
998,1172,4737
5141,28,1209
3401,6,2304
3400,1,2308
17958,1,104
3407,1,2298
4877,779,1412
4871,2,1420
4873,17,1416
3501,1,2241
5018,4,1314
3378,127,2328
2060,2,3637
2061,10,3641
2790,4,2794
2063,7,3643
2796,1,2786
2797,2,2775
2795,2,2787
5348,1,983
6136,82,4529
3372,2,2332
3370,4,2187
5098,10,1243
5099,1,1253
3579,1,2198
3575,10,2201
5091,37,1259
5093,1,1255
2666,2,2663
2667,91,2941
2664,5,2935
2665,6,2798
2662,463,2949
2663,38,2948
2660,1,2885
2936,8,2277
2934,1075,2609
2935,1,2610
2931,2,2610
5326,31,650
5327,1,1019
5324,7,1020
5320,3,1020
5321,2,1024
5328,2,1015
1643,56,4081
1642,3,4063
1649,4,4075
18271,6,10
4229,2,1192
2808,14,2772
2809,5,2239
4882,1,1255
3166,67,2437
2803,7,2776
3164,1,2389
3162,1,1793
2807,3,2774
5433,4,537
1423,1,4290
5431,1,928
5436,7,927
3369,9,2334
1428,6,4289
3361,84,2338
3363,38,2339
2157,11,3509
4985,2,1193
4273,3,1814
1358,39,4362
4277,15,1808
2400,5,3211
1351,6,4371
1350,1,4373
1357,8,4338
1356,9,4349
1355,12,4241
1354,41,4175
5555,4,799
18125,3,40
4988,38,1163
5559,1,797
937,14,4823
2159,2,3507
4864,1,1416
1515,1,4208
1514,233,4122
1517,47,4205
2409,15,3205
1512,13,4166
5881,2,473
5880,6,479
5886,2,448
5884,4,482
958,5,4723
3184,434,2444
3187,9,2446
3188,5,2058
4018,19,1927
4012,39,1924
4011,1,1926
4904,2,1401
3988,20,1940
3984,6,1945
3981,26,1918
3982,1,1945
3983,4,1610
6121,1,173
2322,3,3292
2321,2,3158
4704,6,1547
2327,1,3235
2326,1,3258
2325,20,3283
2324,14,3284
4708,17,1556
3761,11,2100
3762,3,2095
3764,6,2093
3765,18,2092
3768,1,2091
1292,40,4430
6011,3,299
6010,1,326
4649,1,1205
6014,1,323
6017,1,243
4632,10,1611
4642,1,1606
2490,1,3078
2493,33,3077
2496,16,3027
4424,1,1730
2259,6,3355
2256,1,3368
2254,12,3370
2252,1,3349
5060,2,1276
2250,5,3376
2477,6,3095
2476,1,3094
2474,3,3101
2472,2,3101
5151,4,1198
980,2,4768
981,5,4638
986,21,4717
987,7,4702
2478,4,3094
4090,21,1898
4800,44,1473
2787,37,2494
4803,16,1473
2781,3,2810
2780,13,2809
2782,2,2809
4809,1,1399
2789,2,2789
2079,41,3492
2078,2,3567
2073,164,3629
2072,4,3037
2071,1,3621
4969,2,1347
3508,2,2246
3500,10,2251
5082,2,1057
5081,5,1265
5080,154,1271
3505,2,2249
5085,5,1266
2672,39,2800
2676,618,2931
2928,47,2612
2921,376,2486
2920,67,2459
5331,1,1015
5333,2,1015
5334,20,1015
5338,3,1011
1630,3,4097
3215,56,2430
1632,3,4095
1633,149,3859
1982,2,3709
3211,68,2423
1636,7,4058
1637,4,3290
1638,8,4074
2817,134,2749
2811,1,2770
2810,5,2770
2812,3,2766
18280,1,8
3171,138,2455
3170,3,2455
3175,2,2453
3174,13,2402
5086,15,1204
5429,1,931
1189,6,4454
5427,2,905
3374,13,2148
3373,3,2332
5420,1,940
1180,2,4467
1181,3,4486
1748,3,4014
1745,2,3985
1746,25,3996
1747,1,3976
1741,3,4006
1743,8,3985
1164,82,4488
1165,10,4507
4393,3,1742
1161,59,4519
1163,2,4464
4394,1,1690
1168,19,4479
4240,1,1770
5522,102,824
5523,12,810
5527,1,822
1488,58,4044
2034,63,3661
1568,33,2451
1298,14,4411
3194,2,1784
1560,22,4130
1293,82,4408
1562,742,4125
1563,3,4154
1564,125,2914
1565,2,4150
1566,949,4149
5253,4,1087
5638,3,724
5639,6,713
4390,7,952
5635,5,671
4392,3,1742
5637,1,725
5630,1,679
4395,109,1741
3197,1,2444
3196,2,2445
3195,105,2446
1365,8,4343
3728,1,2107
2180,4,3481
3199,108,2440
1369,1,4345
4024,1,232
4022,25,1921
4029,2,1827
5988,4,314
5986,3,364
5984,1,365
5985,9,315
3997,2,1921
3995,1,1939
3993,20,1939
4930,7,1366
4687,24,1570
4684,3,1288
6150,9,3056
6151,1,2919
6152,3,2571
4933,4,1382
4934,3,1382
4731,13,1515
4737,15,1521
2319,13,3288
2317,39,3243
2314,152,3297
4739,11,1526
2313,8,3287
2310,55,3282
5854,1,473
5852,1,524
5859,1,336
3772,17,2089
3771,1,2090
3776,1,2087
3775,16,2199
3774,19,2001
3779,61,2072
4834,4,1443
4655,3,1388
4656,1,1507
4652,1,1602
18184,6,44
2262,4,3360
2263,8,3359
5487,3,872
2267,10,3351
2264,4,3355
2440,52,3158
2441,1,3023
2448,112,3134
2449,1,2271
18180,2,46
6055,2,276
2102,2,3590
2044,4,3388
2045,297,3662
4817,9,1425
2040,1,3036
2041,156,3664
3155,25,2466
2838,1,1666
3159,13,2406
3519,270,2199
3517,1,2240
3515,12,2241
3514,2,2241
2689,1,2891
2830,6,2746
2683,13,2925
5407,77,951
5406,5,909
5118,3,1232
1433,452,4284
3207,7,2421
1622,1,4102
3205,9,2386
1992,14,3677
5186,2,1157
3202,11,2442
1625,5,4095
1624,1,4067
1998,78,3694
3209,4,2435
5058,4,1283
2861,3,2702
2869,6,2672
17826,37,92
17825,1,118
5408,2,919
3349,46,2336
1191,368,3929
1190,1,4474
1193,90,4471
1192,15,4472
3346,23,2338
1194,17,4468
1196,3,4451
1757,5,3781
1756,30,3985
1755,2,3985
1754,18,3977
1753,45,3974
1752,1,3979
1750,50,3931
4259,6,1735
4258,19,1733
1172,24,4390
1171,13,4498
1170,2,4488
4251,2,1827
4255,7,1824
4254,4,1500
1179,20,4195
4256,120,1823
18148,1,61
5530,2,815
5536,3,589
5534,1,813
5539,8,808
1285,1,4417
1287,7,4411
1286,1,4312
1281,5,4398
1282,77,4415
1288,1,4007
1572,55,4140
1571,1,4015
1570,60,4143
1577,2,4131
1576,1,4136
1575,3,4124
1574,126,4132
4260,1,1710
6016,1,300
3435,2,2290
4263,2,1819
4388,3,1745
5629,17,712
2036,1,3668
4383,14,1563
4380,1,1748
4387,240,1716
5622,3,683
4385,12,1742
5620,1,736
1370,3716,4348
1372,5,4343
1377,505,4289
4269,3,1813
1378,129,4335
3832,1,2049
3833,13,1944
2746,1,2845
3839,141,2006
4030,1,1923
4033,1,1891
4035,1,1919
5990,1,328
4037,1,1862
4845,1,1433
4039,2,1917
4038,4,1917
4186,2,1857
4738,9,1526
6142,42,4177
6141,148,4223
6140,9,4249
6147,9,3643
6145,183,3873
6144,4,3876
6148,43,3392
2309,35,3299
2308,4,2274
4729,11,1499
2301,3,3308
2303,2,3304
2305,32,3304
4720,1,1543
4723,10,1525
5844,22,536
5843,6,537
5841,7,528
3747,1,2101
3745,1,2102
3742,3,2100
3740,1,2104
4620,1,1617
4623,1,379
4627,3,1615
2271,18,2932
2279,9,3335
2278,72,3339
4981,3,1244
2459,1,2919
2458,13,3116
2455,69,3085
2457,29,3119
2451,1,3024
3699,1,2123
2053,42,3606
4828,2,1452
3690,2,1466
4827,16,1451
4824,4,1419
4537,1,1666
4822,4,1179
4531,6,1415
3696,1,1716
4983,3,1337
4633,1,1609
17758,5,126
3522,2,2239
3529,1,2232
1364,23,4351
2699,366,2895
2696,1,2475
2694,2,2824
2693,165,2870
3227,1,1438
2691,15,2907
2690,1,2912
1971,26,3703
3232,10,2360
3233,5,2422
5199,1,1145
5198,2,1145
1965,2,3722
1614,4,4088
1615,2,4109
5193,4,1149
1611,15,3423
3674,5,2086
2877,407,2614
2876,1,2554
3354,2,2341
3357,1,2322
3351,30,2321
5448,14,811
5442,9,730
5444,2,909
1769,12,3969
1763,3,3976
1761,1,3978
1142,1,4539
1143,76,4498
1140,40,4542
1141,2,4461
1146,19,4473
1147,38,4528
1144,30,4551
1145,2,4523
1149,5,4537
18158,18,56
2966,549,2575
18156,3,59
5503,1,850
4982,2,1341
1542,6,4179
1541,21,4158
540,1,1814
3784,19,2086
549,92,2000
5137,15,985
5619,4,736
5612,1,748
1388,4,4291
4497,2,1689
1384,85,4310
1387,110,4320
1382,19,4339
1383,12,4339
3825,11,1533
3823,10,1894
3822,5,2058
3820,136,1673
5001,17,1322
3828,20,2042
3583,2,2195
4282,3,931
4280,4,1642
4284,32,1803
2761,1,2829
6170,3,2447
4758,10,1510
4759,60,1510
4752,11,1514
4753,1,1514
4754,2,1511
4756,1,1061
4757,1,988
5873,1,497
5879,14,488
3758,1,1364
5462,1,891
3752,12,2071
3755,56,2094
3757,24,2098
2190,205,3445
2191,15,3372
2192,5,3346
2195,22,3468
2198,14,3440
4638,1,1377
2200,12,3458
2205,20,3438
2206,23,3435
2207,5,3180
2208,3,3440
2209,41,3440
2420,13,3196
2423,1,3183
1849,12,3852
2426,61,3186
2427,18,3183
1848,1,1381
1676,149,4036
4667,60,1586
4839,3,1448
4838,2,1441
3689,2,2105
2342,7,3244
4528,4,1669
4830,2,1436
4525,1,1668
4835,6,1235
3686,2,2133
4837,3,1184
3684,3,2132
3212,106,2408
2518,1,2813
2519,2,2693
2514,8,3053
2515,4,3046
2516,88,3046
908,4,4843
2734,1,2856
2736,1,1091
2737,1,2852
2730,6,2859
2731,2,2800
5299,1,1045
5296,1,1046
5295,5,813
5293,1,1049
3531,5,2230
3533,1,1840
3535,26,2229
3534,1,2080
3537,5,1474
3536,1,2225
5056,2,1285
5057,3,1230
5050,8,998
17744,2,135
17745,3,147
1814,64,3901
1815,39,3899
1812,1,3766
1813,1,3920
4339,1,1728
1818,12,3923
6074,2,252
4952,1,1361
2167,3,2759
1609,11,3863
4987,1,1333
3229,3,2424
3228,1,2424
1601,1,4120
3224,8,2427
1603,7,4118
3226,20,2135
1605,12,4118
1607,23,4117
3222,10,2428
6078,1,237
2848,4,2725
2846,13,2724
5604,2,754
2842,7,2707
2843,4,2715
3320,6,2262
5474,2,875
5470,7,883
5478,1,876
5479,4,840
1775,225,3963
1774,276,3961
1777,28,3955
5277,8,1062
1772,51,3947
1778,1,3957
1159,1,4479
1158,2,4697
2999,2,2562
1154,65,4524
1157,131,4520
1156,94,4473
1151,40,4447
1153,2,4526
5519,1,832
5518,1,768
5512,3,835
5514,3,839
5516,4,837
2998,302,2563
1550,50,4159
1553,4,4111
1552,877,4166
1555,9,4163
1554,68,4132
1557,45,4162
1559,1,4159
1558,11,4161
2992,26,2559
2993,46,2563
2994,5,2560
3033,6,2543
2990,30,2566
1906,8,3788
5609,2,750
5608,5,751
4690,29,1440
5134,2,1214
1419,12,4297
1399,2,757
1396,2,4313
1395,8,4236
1393,1,4306
1392,164,4297
1390,1,4318
3811,2,2068
3814,5,2048
3818,19,2027
3819,62,2067
4295,14,1795
4294,3,1796
5125,4,1223
1422,26,4293
4741,2,682
4740,2,1526
4745,3,1526
5869,1,502
5865,2,324
5864,1,506
5861,4,449
5860,49,510
4714,2,1547
6138,1,2945
2183,7,3036
6139,14,4032
2186,1,3468
2185,1,3473
2184,29,3478
4607,28,1623
2189,155,3445
4602,412,1626
2213,1,3431
2210,36,3437
2216,4,3431
2215,2,3434
2214,3,3427
2219,16,3406
2218,235,3429
2433,12,3166
2432,18,3170
2430,45,2471
4922,14,1382
4519,13,1420
4514,1,1681
4515,56,1680
5760,2,615
2509,136,3057
2507,1,3059
2506,50,3060
2505,17,3028
2502,2,3021
2501,3,3066
2727,2,2132
5288,35,1050
2724,2,2865
2720,4,2870
5282,91,1066
5284,3,1057
2728,11,2853
5049,2,1296
5046,7,1298
5045,4,1231
5043,4,1299
5041,8,1284
3782,27,2082
3783,44,2085
3786,29,2117
3787,3,2075
1801,434,3929
1800,147,3828
4996,9,1329
4994,1,1331
4992,4,1323
4990,1,1333
3258,179,2404
1942,5,3736
1940,164,3747
0,4,2087
1527,395,4191
1521,12,3971
3206,6,2435
2851,1,2711
2850,2,1174
2852,239,2715
2854,2,897
2857,1,2670
2856,9,2704
3332,9,2293
1493,336,4216
5467,14,885
1497,4,4217
1498,1,4215
1499,46,4219
1702,175,4041
1703,2,4040
1704,16,4040
5184,7,1158
5261,15,1072
3200,2,2209
4572,1,1635
5269,1,1069
5268,2,1069
3658,4,2149
2989,7,2566
2983,7,2607
3026,39,2515
3025,3,2530
2980,210,2564
3023,107,2543
3022,1,2525
2984,29,2487
1018,771,4719
1015,926,4718
1016,51,4714
1011,4,4728
1012,95,4703
1234,32,4448
1236,144,4441
1237,14,4446
1230,1,4450
1231,2,4449
1238,10,4446
5053,1,1276
4359,64,1764
5678,1,688
4356,4,1700
6000,1,311
4903,1,1403
3809,11,1475
3808,149,2071
4905,2,1401
3801,16,2076
2483,129,3090
4670,4,845
5709,1,657
5705,1,664
5707,1,659
5702,1,666
4776,7,1499
4777,8,1495
4775,20,1500
3163,5,2407
4778,10,1498
4174,11,1862
4175,1,1862
4176,2,1838
4177,1,1855
4179,1,1861
5818,1,567
5810,1,572
5811,19,572
5816,1,566
5817,6,524
2464,44,3107
2949,1,2593
2948,21,2169
2466,1,3105
4610,23,1623
4614,107,1522
2461,1,3035
2228,50,3392
2227,21,3408
2225,8,3416
2223,460,3417
2220,5,3425
2221,1,3036
1,4379,4842
5927,11,426
5922,1,440
5923,2,440
5929,3,314
5356,3,999
2469,1,3103
4506,8,1683
4501,1,1687
4500,1,1688
4503,10,1686
5352,1,1001
2089,112,3603
2080,68,3591
2086,6,3611
2087,1,3601
5450,1,903
2533,4,3032
2530,10,3031
2536,1,3032
2712,5,2877
5453,6,884
2717,2,2864
2714,2,2276
5454,5,901
2718,13,2853
5455,22,900
5072,1,1189
5070,1,1277
5457,1,890
5076,1,1236
5077,1,1272
5074,5,1274
5075,14,1272
1832,207,3874
1833,49,3887
1830,4,3890
1835,66,3884
3791,1,2081
3792,26,2080
3054,1,2281
2156,3,3513
938,83,4767
2150,15,3529
4984,3,1321
2152,3,3518
2401,4,3204
933,354,4821
932,23,4808
931,13,4184
930,802,4796
2158,54,3509
936,17,4812
2408,350,3183
934,278,4824
5383,1,971
1952,3,3731
3249,4,2332
3248,6,2415
3242,109,2375
3240,22,2418
3247,181,2403
3244,1,2414
4404,1,1722
829,1161,3867
4407,4,1735
1176,4,4479
1482,8,4145
1480,110,4215
5498,4,857
1486,45,4219
1485,15,4212
3305,12,2375
5490,2,870
3303,45,2378
5492,3,868
5493,1,841
5252,1,805
928,192,4824
1711,7,3398
1710,23,4033
5256,38,1072
5254,2,1085
1719,7,4028
4319,2,1784
2414,1,3201
1139,1,4432
1132,44,4552
1131,1,4545
18186,3,43
1136,40,4517
1134,16,4524
4974,3,1344
4257,2,1823
4975,13,1281
1178,2,3969
2791,4,2788
4064,2,1908
3012,3,2491
3013,7,2556
3017,2,2553
1008,62,4732
1006,2,4524
1004,136,4710
1003,6,4739
1002,5,4736
1001,6,4705
1000,1748,4737
1225,189,4451
1224,61,4129
1222,9,4317
4183,13,1816
4182,4,1856
4185,136,1858
1228,2,4442
5663,3,596
5661,27,699
5667,5,694
5666,2,695
5665,13,696
4347,11,1713
5669,2,694
5668,2,693
4342,14,1772
4341,34,1770
2882,1,2668
2887,53,2661
2884,8,2671
2889,15,2644
17888,4,124
3871,17,2009
3875,228,2012
3876,1,1905
3276,1,2398
5718,1,634
5717,28,580
5711,1,656
5710,4,657
3275,12,2360
3272,2,2396
3904,73,1990
3901,6,1804
3903,170,1991
3908,58,1989
3909,59,1952
4761,5,1408
4760,1,1509
4767,1,1505
4769,6,1504
4162,3,1868
4169,2,1865
5802,8,581
5805,1,578
5804,2,578
2745,13,2847
2239,2,3084
2238,159,3389
2231,77,3404
2230,1,3407
2235,3,1231
2234,4,3403
5090,1,878
5935,10,423
5934,15,419
5932,1,428
3574,4,2197
5939,2,418
3576,14,2182
3499,2,2253
3496,20,2194
3497,15,2225
3495,12,2213
3493,1,2062
2097,2,3573
4573,3,1643
2091,2,3599
2090,25,3603
4576,3,1639
2092,42,3600
3656,3,2148
3651,1,1703
3652,18,2090
2524,49,3036
2520,47,2995
2523,1,3036
2522,1,3036
2529,22,3033
2528,46,3032
4493,4,1693
5065,1,1283
5066,2,1283
5061,3,1290
4491,1,1694
5063,1,1288
4880,1,787
2707,1,2884
4883,1,1414
5069,1,1279
5068,1,1281
2703,1,2889
1828,36,3884
1825,4253,3902
4405,2,1729
1826,2,3896
1821,218,3903
2411,2,3204
929,12,4807
2413,111,3185
2144,438,3537
2415,5,3202
2142,381,3367
2416,149,3201
920,1,4698
2418,21,3199
922,7,4788
4970,2,1346
4971,7,1347
926,43,4830
4973,3,1330
5393,1,966
5396,1,961
5394,1,959
5399,6,957
1920,1,3768
3277,63,2398
3274,33,2398
1923,172,3761
1924,1,3748
1925,5,3737
1927,3,3034
1929,7,3279
3278,3,2398
3470,1,2268
834,7,275
3318,2,2247
5489,14,873
3311,2,2374
5486,1,869
5484,10,721
5483,86,868
3316,1,2031
5249,2,886
5248,6,111
1728,15,4019
1726,651,3994
5244,3,1092
1724,19,4025
1725,189,4018
5241,5,1097
2357,1,499
18199,16,36
4386,1,1743
3004,1,2559
3007,2,2558
3001,2,2509
5621,1,9
3003,69,1917
17969,3,99
1580,48,4039
1581,788,4133
17962,2,102
1587,56,4128
1584,239,3994
1585,10,4089
1038,42,4659
1033,743,4694
1036,2,4685
1034,133,4691
1211,31,4436
1217,10,4454
1215,51,4454
1218,19,4445
1219,1,3243
5658,10,701
5656,1,702
4373,1,1756
5653,2,704
5650,3,703
4375,1,1641
2899,1,2423
2898,8,1125
1107,19,4593
1104,1,4595
1450,2,4270
1451,167,4268
1452,13,4258
1101,9,4474
17892,3,123
1109,59,4593
4081,5,1899
4082,8,1895
4083,4,1857
1722,3,3986
3861,8,2030
3867,7,1991
3735,54,2106
5722,20,643
5723,4,645
5726,8,600
5724,13,637
3732,4,2101
5636,1,725
2136,55,3544
3915,6,1984
3914,1,1982
3910,2,1988
3918,7,1981
4920,282,1301
2132,521,3548
4796,2,1484
4790,4,1474
4792,2,1480
5836,2,545
5834,2,547
4151,1,1872
5832,8,525
4157,1,1863
4154,29,1872
5831,4,550
5838,2,542
5839,2,542
4699,11,1566
6088,1,223
6087,23,224
6085,1,228
6082,1,230
6083,14,229
5901,5,463
5909,7,450
3489,82,2259
3488,69,2190
3481,2,2262
3485,2,2262
3487,4,2260
4562,2,1647
3648,2,2151
3647,8,2156
4568,2,1645
3642,344,2157
2554,6,3017
2556,1,3017
2557,1,2363
2558,62,3015
2559,4,3011
2397,85,3211
2392,9,3211
3075,1,2509
2391,2,2930
4717,35,1413
2778,223,2804
5011,1,1321
5012,202,1320
5014,1,1314
5015,1,898
5016,4,1319
5017,1,1287
4893,7,1408
4892,1,1408
2772,6,2794
2773,86,2818
2774,5,2765
4896,2,1396
2777,10,2810
1859,29,3829
4419,2,1731
4418,1,1731
1853,13,3865
1854,3,3092
1855,1,3861
1856,5,3685
1857,7,3845
2172,7,3491
2173,3,3490
6066,1,260
2171,1,3490
919,137,4820
918,61,4839
6062,1,264
2175,172,3481
4967,22,1327
914,63,4842
2178,8,3440
916,2,4472
911,123,4777
913,4,2228
912,1017,4839
2604,50,2985
2607,1,2897
1420,2,4177
1975,5,1215
1932,5,3756
1931,3,3757
3262,184,2384
5129,2,1225
4712,1,1552
5126,2,1225
5120,6,1230
5122,1,1075
5123,10,1226
3464,229,2272
3460,41,2267
3469,28,2269
18210,1,34
5835,1,545
5238,3,1093
1738,3,3927
1731,2,2768
1733,5,4007
1732,26,3976
1734,5,4016
1737,9,4002
2404,9,3205
755,506,4051
1594,6,4124
2958,21,2579
1590,19,4113
3076,1,2508
3078,1,2453
2950,24,2457
2951,52,2586
2952,196,2589
1024,5,4586
1027,250,4700
1026,581,4701
1021,37,4704
1020,4,4709
1022,5,4698
4906,7,1400
1029,9,4289
1028,3,4649
1209,2,4458
1205,1,2939
1204,16,4461
1206,215,4433
4369,1,1760
1203,377,4452
1202,1,4447
5649,9,707
18036,3,81
5640,1,722
5643,2,715
5645,1,710
5644,1,707
5647,104,665
4276,3,1802
3104,2,2496
3105,37,2493
3106,52,2491
3107,1,2492
3103,33,2496
1111,3,4557
1445,8,4244
1112,5,4590
1442,3,4041
1440,299,4246
4279,2,1562
4278,18,1794
4859,1,1419
5734,81,634
5736,1,630
5732,2,633
5739,17,612
5738,2,631
4853,3,1335
4725,34,1021
1061,1,4661
3922,4,1981
3928,1,1974
3929,23,1974
4372,3,1756
5657,2,701
4787,1,1386
4785,2,1491
4784,1,1492
4781,4,1493
5820,6,566
5823,3,534
4149,168,1870
5827,1,553
5829,6,553
5828,4,546
4146,5,818
4140,1,1876
4143,2,1874
3852,100,2032
3850,1,2034
3858,101,2031
6099,2,207
6091,2,216
6092,14,213
6095,278,208
6094,17,182
6097,1,207
6096,2,209
5918,1,443
5915,2,448
5917,1,443
5910,1,360
4558,2,1653
3672,4,2108
3673,5,2090
3676,3,2138
4553,1,1655
4456,4,1716
2543,5,3027
2542,2,2988
2541,206,3029
2540,35,2963
2546,20,3026
1455,41,4260
2548,1,3018
2380,27,3212
2382,1,3219
2385,7,2925
2386,17,2729
2389,546,3215
5003,1,1326
2769,5,2821
2768,29,2807
3584,3,2195
3585,19,2181
5005,1,631
3587,5,2194
2763,1,2822
4918,1,1391
5009,2,1323
2760,3,2793
2767,4,2402
2766,358,2824
902,3765,4842
903,14,4843
900,19,4741
901,534,4839
906,990,4842
907,76,4842
904,64,4838
905,3575,4844
4422,1,1723
1842,2,3877
1841,530,3880
909,4,4839
1845,304,3868
6076,32,243
6075,1,252
4959,188,1355
6073,3,253
6071,1,252
2165,13,3500
4953,1,1360
4950,40,1365
2166,2,3499
4956,3,1358
4957,236,1351
6079,2,233
2162,29,3493
2616,181,2980
2614,2,2978
4916,5,1394
2610,13,2980
3868,1,1709
4540,1,1122
3294,2,2389
3296,5,2386
1905,6,3363
1902,7,3810
3291,76,2354
3292,6,2387
1901,7,3800
3453,1,2271
3450,87,2278
3454,3,2225
3458,17,2275
5229,6,1109
5223,1,1119
5220,1,1106
5227,1,454
5225,2,1116
5224,1,1118
3062,27,2267
3067,2,2483
3065,1,2515
17943,4,106
2947,60,2542
3068,6,2513
2940,87,2595
1050,3,4488
1051,28,4615
1053,5,4648
1055,4,4668
5350,1,1001
1058,24,4664
5421,11,940
5359,3,996
5358,9,998
1697,4,4040
1694,878,4045
1695,104,4043
1692,101,3919
1691,8,3959
1279,9,4378
4313,5,1787
1270,1,3820
1271,1,4388
1272,314,4423
1274,2,4286
5236,12,1099
3119,1,2353
3118,4,2478
3117,28,2563
3116,1,2488
3115,1,2483
3114,188,2489
3112,1,2490
3111,1,2489
1472,154,4226
1470,347,4061
3330,93,2354
1476,25,4238
1477,22,4229
1478,3,4236
1479,207,4227
1304,116,4398
1306,30,4398
1301,74,4408
1303,11,4139
5740,1,631
5741,5,562
5743,4,628
5745,6,628
5468,2,884
4224,14,1840
4227,8,1790
4220,15,1666
4223,1,1781
5586,1,765
5584,4,767
5585,4,763
5582,1,772
5583,1,769
5580,2,776
5028,1,1309
3939,5,1742
1068,6,4582
3391,5,2316
3937,1,1969
3936,4,1954
3931,2,1973
3930,2,1973
3933,7,1902
3932,2,1973
5263,7,1078
1516,8,4159
1706,3,4039
4130,1,1881
4131,89,1877
4135,2,1879
5692,1,677
3840,2,2039
3843,10,2037
3844,27,2037
4430,1,1618
5306,2,1024
5307,2,1038
4044,8,1781
4045,2,1915
4041,162,1916
4042,4,1654
5961,7,389
5964,1,384
3665,1,2141
4945,1,1369
3667,9,2061
3666,6,2147
3662,39,2138
2280,2,2594
2281,18,3336
2282,7,3335
2287,145,3325
4549,14,1658
4541,8,1662
973,150,4754
4542,2,1662
1468,126,4240
4940,1,1376
939,1,2751
2579,2,3004
2576,10,2938
2577,15,2998
2572,85,3004
2571,1,2987
4535,2,1386
2374,1,3227
2375,16,3079
2376,655,3184
2377,2,3224
2370,23,3227
2371,5,3230
2373,66,3229
3597,55,2153
3596,4,2164
3594,2,2119
5035,1,1307
5032,17,1307
4532,2,1667
1870,114,3843
4432,12,1727
4438,1,1063
1878,21,3838
977,70,4770
976,1123,4744
4947,17,1179
974,20,4660
4941,17,1372
972,15,4772
970,230,4761
4948,1,1367
6043,1,296
6041,6,295
6045,4,285
2111,15,3570
6049,1,282
2114,931,3562
2117,5,3557
4152,33,1869
2626,20,2973
2624,14,2969
2625,72,2972
2628,1,2972
1919,21,3736
1918,202,3779
5109,2,1244
3289,1,2392
1911,33,3640
5100,4,1217
1912,22,3716
1915,8,3418
3282,1,2396
5104,3,1249
3280,3,2277
3140,6,1002
3444,3,2281
3447,161,2277
2756,137,2824
2025,1,3671
2755,303,2833
2020,1,3672
2750,3,2838
2028,57,3668
2029,145,3671
5216,1,1090
5214,11,1126
5213,1,668
5211,1,1127
5218,23,1107
774,2,301
4596,3,1631
76,15,622
17868,13,126
