Included features;Churn in 1 months;Churn in 2 months;Churn in 3 months
((13, 14), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 120.17647058823529, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6392952127659575, 0.5206666666666666, 0.6464428191489362, 0.7509933774834437, 0.5519740606522983, 0.5165935533091741, 0.5820239680426098, 0.7036048064085447, 0.5738031914893618, 0.5273333333333333]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 45.91152263374486, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5722707578663258, 0.5883111025194923, 0.6243297587131368, 0.5902541366479297, 0.5596548175124694, 0.537254066339939, 0.47486343124059854, 0.5638644197625431, 0.4381629080424262, 0.559911925562895]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 26.9003645200486, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.61875, 0.6295277663994383, 0.6828610513973031, 0.5798425430778372, 0.6262993762993763, 0.5909166666666668, 0.6303534303534304, 0.558037711728987, 0.5715737514518002, 0.5890921409214093]}
((13, 14), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 125.59217877094972, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6854946524064169, 0.749003984063745, 0.691970246042342, 0.6285523555216479, 0.5337889872930304, 0.5375167112299466, 0.3859140264762755, 0.7253989361702128, 0.5813465573145146, 0.7054521276595745]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 45.05858585858586, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.49530831099195716, 0.5831531253218, 0.6886232285646425, 0.6652623515894294, 0.6094264749925127, 0.48585322723253754, 0.44412878787878785, 0.5739193404634582, 0.47797778628877824, 0.6913513513513515]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 26.698431845597106, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.49622882710131033, 0.6575282345368365, 0.5741935483870968, 0.5825054604382442, 0.5577607377336742, 0.5128373930217249, 0.6293103448275862, 0.5924530950264352, 0.601335656213705, 0.5818171608265948]}
((6, 7), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 120.17647058823529, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.34325132978723405, 0.6719787516600265, 0.5918548030101813, 0.5866844207723035, 0.4126498002663116, 0.5476666666666666, 0.5357777777777778, 0.44557640750670235, 0.5067024128686326, 0.5908122503328895]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 45.81519507186858, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.4752673796791444, 0.5602409638554217, 0.5613333333333334, 0.5485810810810811, 0.6128546988378266, 0.5045362903225806, 0.6045866935483871, 0.5313587612756587, 0.5080428954423593, 0.5089066582218351]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.036630036630036, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5233445837351334, 0.6291834002677377, 0.6312266610300852, 0.5961018711018711, 0.631935047361299, 0.6580256305225584, 0.628708525952367, 0.5839442815249267, 0.6210054156848154, 0.6357816711590297]}
((6, 7), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 127.75, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5465425531914894, 0.5499334221038615, 0.5366178428761651, 0.4230385638297872, 0.4758888888888889, 0.5006032171581769, 0.4623169107856192, 0.5508701472556894, 0.540612516644474, 0.5503978779840849]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 46.59707724425887, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5236223420185684, 0.5145329301075269, 0.5075000000000001, 0.48084677419354843, 0.5150223737481355, 0.44031418010752693, 0.5434491978609626, 0.47328609728073534, 0.49119241192411933, 0.4774990425124473]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 28.139593908629443, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5034233048057932, 0.510480512796519, 0.48973395026026606, 0.4982016619124396, 0.524483900514338, 0.46844149160155335, 0.5093555093555094, 0.4643766756032171, 0.4884478524532651, 0.5295150318191792]}
((9, 10, 12), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 120.17647058823529, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.75, 0.7387992831541219, 0.5658020217432768, 0.6596537949400799, 0.83576803895529, 0.554144385026738, 0.4955119680851064, 0.710438829787234, 0.4394141145139814, 0.562849533954727]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 47.61194029850746, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.540112120626329, 0.4986595174262734, 0.6018268942797244, 0.5641284815813117, 0.632768585226823, 0.6727237579740963, 0.5406586021505376, 0.6038926174496645, 0.5765180904124771, 0.6023671918296257]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.919395465994963, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5361599759434672, 0.6142676767676767, 0.600737316402364, 0.5138731443994602, 0.5586628577156317, 0.6652183454026772, 0.5639946018893387, 0.5696111002540551, 0.6050719190096727, 0.6243306624975572]}
((3, 11), (13, 14), (6, 7));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 132.2941176470588, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7209612817089452, 0.6044176706827309, 0.7859042553191489, 0.7493333333333334, 0.8509441159641427, 0.7809175531914894, 0.7611185086551265, 0.8047873354949456, 0.6358189081225033, 0.6897777777777777]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 46.30082987551867, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6264901088987691, 0.5647204201421069, 0.4454227165070539, 0.5093061224489797, 0.7060011083841342, 0.6054582210242587, 0.4493959731543624, 0.5484522207267833, 0.6156693773516204, 0.5482147098408676]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 28.325670498084293, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6406805994086102, 0.5698313782991202, 0.6124664879356568, 0.5498273743343671, 0.5902567478604345, 0.5357142857142857, 0.5696100136239782, 0.6214148692275299, 0.6734466079622969, 0.6436644672531769]}
((3, 11), (13, 14), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 127.0225988700565, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6617777777777778, 0.8259584207514782, 0.7592838196286472, 0.635970744680851, 0.6086210185008584, 0.5566821808510638, 0.45911111111111114, 0.5836218375499334, 0.5126835781041389, 0.7545120320855615]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 44.32604373757455, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.4981518817204302, 0.5310743409072916, 0.4544547872340426, 0.6424930209976939, 0.6153039832285115, 0.7656000000000001, 0.7760786736690352, 0.3523999241130715, 0.5625049481434565, 0.5965548098434006]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 28.55212355212355, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6403874046694428, 0.6717493297587132, 0.6284043659043659, 0.6425667828106854, 0.4868209578913532, 0.5660768645357687, 0.644663472865782, 0.6897902603664416, 0.6003859068811707, 0.5495785081743869]}
((3, 11), (13, 14), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 122.15217391304348, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.49722222222222223, 0.5187749667110519, 0.4160260695187166, 0.6077747989276139, 0.44502005347593576, 0.5339547270306257, 0.577626329787234, 0.6409915891987604, 0.5448735019973369, 0.7799923707800877]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 44.965725806451616, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5954606141522029, 0.5502680965147453, 0.5474110377157468, 0.5396247328002534, 0.6958975603835418, 0.5728648027575641, 0.5779418344519015, 0.5951360887096775, 0.678309374064091, 0.6361602386533134]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 28.25095541401274, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6014831797127217, 0.608183313975997, 0.4726056239180274, 0.6378079466323366, 0.6640215924426451, 0.646223490016123, 0.5400782013685239, 0.6020648524031473, 0.6676630434782609, 0.6436810120302618]}
((3, 11), (6, 7), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 125.59217877094972, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8249336870026526, 0.5662788479877932, 0.5419607095174519, 0.4402052655064703, 0.5787934491978609, 0.6192222222222222, 0.4693877551020408, 0.436963570474919, 0.4451462765957447, 0.44928141711229946]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 45.15182186234818, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.500205952013181, 0.517932015573525, 0.4705981182795698, 0.6940859789407015, 0.6160593792172739, 0.7072460250030344, 0.6123426490380809, 0.5856756756756757, 0.6560666666666666, 0.5892137096774194]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.992424242424242, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5804858299595141, 0.6387399463806971, 0.6300404858299596, 0.664553408506059, 0.6148921832884097, 0.4796439802336029, 0.5970548055287688, 0.6131909988472911, 0.6033264033264034, 0.6012872628726287]}
((3, 11), (6, 7), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 122.15217391304348, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6424534574468085, 0.6193484042553192, 0.5397273936170213, 0.3990679094540613, 0.4348404255319149, 0.5541944074567243, 0.4184491978609626, 0.5371845949535192, 0.626358954796872, 0.6128888888888889]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 48.241900647948164, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.565434249069749, 0.4283668903803131, 0.5512627662101179, 0.46469004829388016, 0.6077389007023649, 0.5540949803466718, 0.5485164394546912, 0.4518644604544375, 0.5462449596774195, 0.4497268624811971]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.139705882352942, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.43960574884159276, 0.5334450402144771, 0.46933305117624236, 0.4009672730917656, 0.5047425474254743, 0.5331099195710456, 0.5183652729384437, 0.3795833333333333, 0.5030956882808735, 0.49827260458839406]}
((3, 11), (9, 10, 12), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 129.98265895953756, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5674444444444444, 0.6393333333333334, 0.4936666666666666, 0.5625832223701731, 0.6265856950067477, 0.7219082446808511, 0.5653257978723404, 0.6120541674613771, 0.577896138482024, 0.8000501336898396]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 47.30296610169491, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.4686952939964988, 0.5008053691275168, 0.5016381048387096, 0.602027027027027, 0.5084412655454604, 0.608277027027027, 0.5259433962264151, 0.5018877942304288, 0.5141834451901567, 0.616062639821029]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.666666666666668, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5346564426402045, 0.5586350669299979, 0.5808168795973674, 0.6357252578450735, 0.5702024291497975, 0.5585144927536232, 0.4859437751004016, 0.6268480930185937, 0.5844594594594594, 0.5685491676345334]}
((13, 14), (6, 7), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 127.0225988700565, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5603887399463807, 0.39444444444444443, 0.6213999618539005, 0.6873994638069705, 0.5183823529411764, 0.7470119521912351, 0.5113031914893618, 0.7026625018592889, 0.4602222222222222, 0.6681111111111111]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 46.399168399168396, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.575928762926082, 0.6136465324384787, 0.5359901143033673, 0.4340438677788075, 0.5517792456850629, 0.7032930107526881, 0.5778970917225951, 0.5643156474181406, 0.5515883668903804, 0.6255235279625524]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 28.40076824583867, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6408058938505489, 0.5922598773841962, 0.6694182389937107, 0.579165302016563, 0.5312925170068027, 0.6559915802135017, 0.621811567241308, 0.6197068977665046, 0.65921581769437, 0.6269592476489029]}
